issuer_key,issuer_name,screen_label,disclosure_count,source_row_ids,pool_ids,reference_case_id,reference_label,outcome_status,source_supported_documents,reference_official_exit_year,reference_official_exit_event,reference_case_in_screen_source_rows,shared_reference_screen_document_ids,event_time_alignment,independent_same_event_pairing
建安投资控股集团有限公司,建安投资控股集团有限公司,nominal_exit,1,sch_20260630_0027,harvest_0027,sch_20260630_0027,nominal_exit,known,doc_sch_20260630_0027_001;doc_sch_20260630_0027_003;doc_sch_20260630_0027_005;doc_sch_20260630_0027_006;doc_sch_20260630_0027_007;doc_sch_20260630_0027_008;doc_sch_20260630_0027_009,2015,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; the local state acts only as shareholder with limited liability.,true,doc_sch_20260630_0027_001;doc_sch_20260630_0027_003;doc_sch_20260630_0027_005,not_established,not_established
张家港市城市投资发展集团有限公司,张家港市城市投资发展集团有限公司,nominal_exit,1,sch_20260630_0080,harvest_0080,expand_js_zhangjiagang_chengtou,nominal_exit,known,doc_sch_20260630_0080_002;doc_sch_20260630_0080_003;doc_sch_20260630_0080_004;doc_sch_20260630_0080_005;doc_sch_20260630_0080_006;doc_sch_20260630_0080_007;doc_sch_20260630_0080_008,2018,Legal opinion states that the issuer and subsidiaries were not included in the 2018 CBIRC financing-platform list and that the current issue will not increase government or hidden debt or be directly repaid with fiscal funds.,false,,not_established,not_established
徐州市交通控股集团有限公司,徐州市交通控股集团有限公司,nominal_exit,1,sch_20260630_0046,harvest_0046,sch_20260630_0046,nominal_exit,known,doc_sch_20260630_0046_003;doc_sch_20260630_0046_004;doc_sch_20260630_0046_005;doc_sch_20260630_0046_006,2015,"Prospectus and legal-opinion disclosures state that Xuzhou SASAC is liable only up to its capital contribution, that the issuer does not undertake government financing functions, and that new debt after January 1 2015 is not local-government debt.",true,doc_sch_20260630_0046_003;doc_sch_20260630_0046_004,not_established,not_established
徐州经济技术开发区国有资产经营有限责任公司,徐州经济技术开发区国有资产经营有限责任公司,nominal_exit,5,sch_20260630_0015;sch_20260630_0037;sch_20260630_0038;sch_20260630_0045;sch_20260630_0060,harvest_0015;harvest_0037;harvest_0038;harvest_0045;harvest_0060,sch_20260630_0015,nominal_exit,known,doc_sch_20260630_0015_002;doc_sch_20260630_0015_007;doc_sch_20260630_0015_008;doc_sch_20260630_0037_002;doc_sch_20260630_0037_005;doc_sch_20260630_0037_007;doc_sch_20260630_0038_002;doc_sch_20260630_0038_005;doc_sch_20260630_0038_007;doc_sch_20260630_0045_003;doc_sch_20260630_0045_005;doc_sch_20260630_0045_006;doc_sch_20260630_0060_002;doc_sch_20260630_0060_005;doc_sch_20260630_0060_006,2015,"Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions, that new debt after January 1 2015 is not local-government debt, and that the current debt instrument will not add local-government or hidden debt.",true,doc_sch_20260630_0015_007;doc_sch_20260630_0015_008,not_established,not_established
德州德达投资控股集团有限公司,德州德达投资控股集团有限公司,nominal_exit,1,sch_20260630_0130,harvest_0130,expand_sd_dezhou_deda,nominal_exit,known,doc_sch_20260630_0130_001;doc_sch_20260630_0130_002;doc_sch_20260630_0130_003;doc_sch_20260630_0130_004;doc_sch_20260630_0130_006;doc_sch_20260630_0130_007,2016,Legal opinion states that Dezhou CBRC approved the company's platform loans for rectification into general-company loans in December 2016 and that a Dezhou government announcement said the company no longer undertook local-government debt-financing functions.,false,,not_established,not_established
成都产业投资集团有限公司,成都产业投资集团有限公司,nominal_exit,1,exp_20260703_0004,harvest_0179,,,unknown,doc_exp_20260703_0004_005;doc_exp_20260703_0004_006;doc_exp_20260703_0004_007,,,false,,no_reference_link,not_established
扬州建工控股集团有限公司,扬州建工控股集团有限公司,nominal_exit,1,sch_20260630_0149,harvest_0149,,,unknown,doc_sch_20260630_0149_002;doc_sch_20260630_0149_004,,,false,,no_reference_link,not_established
扬州新材料投资集团有限公司,扬州新材料投资集团有限公司,nominal_exit,1,sch_20260630_0121,harvest_0121,,,unknown,doc_sch_20260630_0121_001;doc_sch_20260630_0121_003;doc_sch_20260630_0121_004;doc_sch_20260630_0121_005;doc_sch_20260630_0121_006,,,false,,no_reference_link,not_established
抚州市市属国有资产投资控股集团有限公司,抚州市市属国有资产投资控股集团有限公司,nominal_exit,1,sch_20260630_0148,harvest_0148,expand_jx_fuzhou_guozi,nominal_exit,known,doc_sch_20260630_0148_001;doc_sch_20260630_0148_002;doc_sch_20260630_0148_005;doc_sch_20260630_0148_006;doc_sch_20260630_0148_007,2015,"Prospectus disclosures state that the enterprise has stripped government financing functions, transformed into a marketized self-operating entity, and does not undertake government financing functions after January 1 2015.",false,,not_established,not_established
新乡投资集团有限公司,新乡投资集团有限公司,nominal_exit,1,sch_20260630_0159,harvest_0159,,,unknown,doc_sch_20260630_0159_004;doc_sch_20260630_0159_006,,,false,,no_reference_link,not_established
新疆城建集团股份有限公司,新疆城建(集团)股份有限公司,nominal_exit,1,sch_20260630_0056,harvest_0056,sch_20260630_0056,nominal_exit,known,doc_sch_20260630_0056_003;doc_sch_20260630_0056_005,2015,"Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions, that new debt after January 1 2015 is not local-government debt, and that the current debt instrument will not add local-government or hidden debt.",true,doc_sch_20260630_0056_003;doc_sch_20260630_0056_005,not_established,not_established
无锡华光环保能源集团股份有限公司,无锡华光环保能源集团股份有限公司,nominal_exit,1,exp9_20260704_0230,harvest_0236,,,unknown,doc_exp9_20260704_0230_001;doc_exp9_20260704_0230_003;doc_exp9_20260704_0230_005;doc_exp9_20260704_0230_007,,,false,,no_reference_link,not_established
无锡市国联发展集团有限公司,无锡市国联发展(集团)有限公司,nominal_exit,3,sch_20260630_0022;sch_20260630_0103;sch_20260630_0104,harvest_0022;harvest_0103;harvest_0104,,,unknown,doc_sch_20260630_0022_002;doc_sch_20260630_0022_003;doc_sch_20260630_0022_004;doc_sch_20260630_0022_005;doc_sch_20260630_0103_003;doc_sch_20260630_0103_004;doc_sch_20260630_0103_005;doc_sch_20260630_0103_007;doc_sch_20260630_0104_001;doc_sch_20260630_0104_002;doc_sch_20260630_0104_004;doc_sch_20260630_0104_006,,,false,,no_reference_link,not_established
无锡市高新区创业投资控股集团有限公司,无锡市高新区创业投资控股集团有限公司,nominal_exit,1,sch_20260630_0059,harvest_0059,,,unknown,doc_sch_20260630_0059_001;doc_sch_20260630_0059_002;doc_sch_20260630_0059_004;doc_sch_20260630_0059_005;doc_sch_20260630_0059_006;doc_sch_20260630_0059_007,,,false,,no_reference_link,not_established
日照城投集团有限公司,日照城投集团有限公司,nominal_exit,1,sch_20260630_0132,harvest_0132,sch_20260630_0132,nominal_exit,known,doc_sch_20260630_0132_002;doc_sch_20260630_0132_003;doc_sch_20260630_0132_006;doc_sch_20260630_0132_007;doc_sch_20260630_0132_008;doc_sch_20260630_0132_009,2015,"Prospectus states that the issuer does not undertake government financing functions, that new debt after January 1 2015 is not local-government debt, and that the current debt will not increase government debt.",true,doc_sch_20260630_0132_002;doc_sch_20260630_0132_009,not_established,not_established
昆明市交通投资集团有限责任公司,昆明市交通投资集团有限责任公司,nominal_exit,2,sch_20260630_0155;sch_20260630_0163,harvest_0155;harvest_0163,sch_20260630_0155,nominal_exit,known,doc_sch_20260630_0155_001;doc_sch_20260630_0155_002;doc_sch_20260630_0155_003;doc_sch_20260630_0155_004;doc_sch_20260630_0155_005;doc_sch_20260630_0155_006;doc_sch_20260630_0163_002;doc_sch_20260630_0163_003;doc_sch_20260630_0163_007,2015,Prospectus disclosures state that the issuer does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; the local state acts only as shareholder with limited liability.,true,doc_sch_20260630_0155_003;doc_sch_20260630_0155_005,not_established,not_established
昆明市土地开发投资经营有限责任公司,昆明市土地开发投资经营有限责任公司,nominal_exit,1,exp2_20260703_0018,harvest_0193,,,unknown,doc_exp2_20260703_0018_003;doc_exp2_20260703_0018_004;doc_exp2_20260703_0018_006;doc_exp2_20260703_0018_007,,,false,,no_reference_link,not_established
晋中市公用基础设施投资控股集团有限公司,晋中市公用基础设施投资控股(集团)有限公司,nominal_exit,2,exp_20260703_0008;exp_20260703_0019,harvest_0182;harvest_0185,exp_20260703_0008,nominal_exit,known,doc_exp_20260703_0008_001;doc_exp_20260703_0008_002;doc_exp_20260703_0008_005;doc_exp_20260703_0008_007;doc_exp_20260703_0019_001;doc_exp_20260703_0019_003;doc_exp_20260703_0019_004;doc_exp_20260703_0019_005;doc_exp_20260703_0019_006,2015,Issuer disclosure states that the company does not undertake government financing functions and that debt newly incurred since January 1 2015 is not local-government debt.,true,doc_exp_20260703_0008_001;doc_exp_20260703_0008_007,not_established,not_established
晋江市国有资本投资运营有限责任公司,晋江市国有资本投资运营有限责任公司,nominal_exit,1,exp_20260703_0007,harvest_0181,,,unknown,doc_exp_20260703_0007_002;doc_exp_20260703_0007_003;doc_exp_20260703_0007_004;doc_exp_20260703_0007_008,,,false,,no_reference_link,not_established
景德镇市城市建设投资集团有限责任公司,景德镇市城市建设投资集团有限责任公司,nominal_exit,1,sch_20260630_0111,harvest_0111,expand_jx_jingdezhen_chengtou,nominal_exit,known,doc_sch_20260630_0111_003;doc_sch_20260630_0111_004;doc_sch_20260630_0111_005;doc_sch_20260630_0111_006,2015,Prospectus disclosures state that the company does not undertake government financing functions after January 1 2015 and that government financing and land-reserve functions have been stripped.,false,,not_established,not_established
武汉光谷金融控股集团有限公司,武汉光谷金融控股集团有限公司,nominal_exit,1,sch_20260630_0009,harvest_0009,,,unknown,doc_sch_20260630_0009_002;doc_sch_20260630_0009_004;doc_sch_20260630_0009_007;doc_sch_20260630_0009_008,,,false,,no_reference_link,not_established
江苏交通控股有限公司,江苏交通控股有限公司,nominal_exit,1,sch_20260630_0098,harvest_0098,,,unknown,doc_sch_20260630_0098_002;doc_sch_20260630_0098_004;doc_sch_20260630_0098_005;doc_sch_20260630_0098_006;doc_sch_20260630_0098_008,,,false,,no_reference_link,not_established
江苏省国信集团有限公司,江苏省国信集团有限公司,nominal_exit,1,exp9_20260704_0141,harvest_0230,,,unknown,doc_exp9_20260704_0141_004;doc_exp9_20260704_0141_005;doc_exp9_20260704_0141_007,,,false,,no_reference_link,not_established
江苏腾海投资控股集团有限公司,江苏腾海投资控股集团有限公司,nominal_exit,1,sch_20260630_0019,harvest_0019,sch_20260630_0019,nominal_exit,known,doc_sch_20260630_0019_001;doc_sch_20260630_0019_002;doc_sch_20260630_0019_003;doc_sch_20260630_0019_005;doc_sch_20260630_0019_006;doc_sch_20260630_0019_007,2015,"Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions, that new debt after January 1 2015 is not local-government debt, and that the current debt instrument will not increase government or hidden debt.",true,doc_sch_20260630_0019_003;doc_sch_20260630_0019_006;doc_sch_20260630_0019_007,not_established,not_established
江苏高淳国际慢城文化旅游产业投资集团有限公司,江苏高淳国际慢城文化旅游产业投资集团有限公司,nominal_exit,1,sch_20260630_0142,harvest_0142,sch_20260630_0142,nominal_exit,known,doc_sch_20260630_0142_001;doc_sch_20260630_0142_003;doc_sch_20260630_0142_005;doc_sch_20260630_0142_006;doc_sch_20260630_0142_007,2015,"Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions, that new debt after January 1 2015 is not local-government debt, and that the current debt instrument will not increase government or hidden debt.",true,doc_sch_20260630_0142_003;doc_sch_20260630_0142_005;doc_sch_20260630_0142_006,not_established,not_established
江苏龙城国有控股集团有限公司,江苏龙城国有控股集团有限公司,nominal_exit,1,exp8_20260703_0012,harvest_0215,,,unknown,doc_exp8_20260703_0012_003;doc_exp8_20260703_0012_004;doc_exp8_20260703_0012_005,,,false,,no_reference_link,not_established
江西省国有资本运营控股集团有限公司,江西省国有资本运营控股集团有限公司,nominal_exit,1,sch_20260630_0157,harvest_0157,,,unknown,doc_sch_20260630_0157_001;doc_sch_20260630_0157_002;doc_sch_20260630_0157_007;doc_sch_20260630_0157_008,,,false,,no_reference_link,not_established
江阴高新区投资开发有限公司,江阴高新区投资开发有限公司,nominal_exit,1,sch_20260630_0029,harvest_0029,sch_20260630_0029,nominal_exit,known,doc_sch_20260630_0029_002;doc_sch_20260630_0029_003;doc_sch_20260630_0029_004;doc_sch_20260630_0029_006;doc_sch_20260630_0029_009,2015,"Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions, that new debt after January 1 2015 is not local-government debt, and that the current debt instrument will not add local-government or hidden debt.",true,doc_sch_20260630_0029_002;doc_sch_20260630_0029_004,not_established,not_established
河北顺德投资集团有限公司,河北顺德投资集团有限公司,nominal_exit,1,sch_20260630_0005,harvest_0005,sch_20260630_0005,nominal_exit,known,doc_sch_20260630_0005_001;doc_sch_20260630_0005_004;doc_sch_20260630_0005_005;doc_sch_20260630_0005_007;doc_sch_20260630_0005_008,2015,"Prospectus disclosures state that Xingtai SASAC is liable only up to its capital contribution, that issuer debt is repaid by the issuer as an independent legal person, and that the company does not undertake government financing functions or add local-government debt after January 1 2015.",true,doc_sch_20260630_0005_005,not_established,not_established
河南交通投资集团有限公司,河南交通投资集团有限公司,nominal_exit,1,exp_20260703_0003,harvest_0178,,,unknown,doc_exp_20260703_0003_004;doc_exp_20260703_0003_006;doc_exp_20260703_0003_007;doc_exp_20260703_0003_008;doc_exp_20260703_0003_009;doc_exp_20260703_0003_010;doc_exp_20260703_0003_011;doc_exp_20260703_0003_012,,,false,,no_reference_link,not_established
河南创新投资集团有限公司,河南创新投资集团有限公司,nominal_exit,1,sch_20260630_0036,harvest_0036,,,unknown,doc_sch_20260630_0036_001;doc_sch_20260630_0036_005;doc_sch_20260630_0036_008,,,false,,no_reference_link,not_established
河南航空港投资集团有限公司,河南航空港投资集团有限公司,nominal_exit,1,sch_20260630_0014,harvest_0014,sch_20260630_0014,nominal_exit,known,doc_sch_20260630_0014_001;doc_sch_20260630_0014_009,2015,"Prospectus and legal-opinion disclosures state that Henan Provincial Finance Department and the Zhengzhou Airport Economy Zone Management Committee are liable only as investors, that issuer debt is repaid by the issuer as an independent legal person, and that the company does not undertake government financing functions or add local-government debt after January 1 2015.",true,doc_sch_20260630_0014_001;doc_sch_20260630_0014_009,not_established,not_established
泉州交通发展集团有限责任公司,泉州交通发展集团有限责任公司,nominal_exit,3,exp4_20260703_0009;sch_20260630_0050;sch_20260630_0106,harvest_0050;harvest_0106;harvest_0199,,,unknown,doc_exp4_20260703_0009_004;doc_exp4_20260703_0009_005;doc_exp4_20260703_0009_006;doc_exp4_20260703_0009_007;doc_exp4_20260703_0009_008;doc_sch_20260630_0050_001;doc_sch_20260630_0050_002;doc_sch_20260630_0050_003;doc_sch_20260630_0050_004;doc_sch_20260630_0050_006;doc_sch_20260630_0050_010;doc_sch_20260630_0106_001;doc_sch_20260630_0106_004;doc_sch_20260630_0106_006;doc_sch_20260630_0106_007;doc_sch_20260630_0106_008;doc_sch_20260630_0106_010,,,false,,no_reference_link,not_established
泰兴市中兴国有资产经营投资集团有限公司,泰兴市中兴国有资产经营投资集团有限公司,nominal_exit,1,sch_20260630_0021,harvest_0021,sch_20260630_0021,nominal_exit,known,doc_sch_20260630_0021_006;doc_sch_20260630_0021_009,2015,"Prospectus and legal-opinion disclosures state that the shareholder and actual controller are liable only as investors, that issuer debt is repaid by the issuer as an independent legal person, and that the company does not undertake government financing functions or add local-government debt after January 1 2015.",true,doc_sch_20260630_0021_006;doc_sch_20260630_0021_009,not_established,not_established
泰州市兴化国有资产投资控股有限公司,泰州市兴化国有资产投资控股有限公司,nominal_exit,1,sch_20260630_0002,harvest_0002,expand_js_xinghua_guotou,nominal_exit,known,doc_sch_20260630_0002_001;doc_sch_20260630_0002_002;doc_sch_20260630_0002_003;doc_sch_20260630_0002_004;doc_sch_20260630_0002_007;doc_sch_20260630_0002_008;doc_sch_20260630_0002_009,2015,"Prospectus and legal-opinion disclosures state that the enterprise has stripped government financing functions, transformed into a marketized self-operating entity, and does not undertake government financing functions after January 1 2015.",false,,not_established,not_established
泰州市城市建设投资集团有限公司,泰州市城市建设投资集团有限公司,nominal_exit,2,sch_20260630_0096;sch_20260630_0100,harvest_0096;harvest_0100,expand_js_taizhou_chengtou,nominal_exit,known,doc_sch_20260630_0096_001;doc_sch_20260630_0096_002;doc_sch_20260630_0096_003;doc_sch_20260630_0096_004;doc_sch_20260630_0096_005;doc_sch_20260630_0096_007;doc_sch_20260630_0100_001;doc_sch_20260630_0100_002;doc_sch_20260630_0100_003;doc_sch_20260630_0100_004;doc_sch_20260630_0100_005;doc_sch_20260630_0100_006;doc_sch_20260630_0100_008;doc_sch_20260630_0100_009,2019,"Legal opinion describes the issuer as moving from a government financing platform toward a city-industry investment operator, while also stating that the issue will not increase government or hidden debt or be directly repaid by fiscal funds.",false,,not_established,not_established
洛阳城乡建设投资集团有限公司,洛阳城乡建设投资集团有限公司,nominal_exit,1,sch_20260630_0165,harvest_0165,expand_hen_luoyang_chengxiang,nominal_exit,known,doc_sch_20260630_0165_001;doc_sch_20260630_0165_002;doc_sch_20260630_0165_003;doc_sch_20260630_0165_004;doc_sch_20260630_0165_005;doc_sch_20260630_0165_006;doc_sch_20260630_0165_007;doc_sch_20260630_0165_009;doc_sch_20260630_0165_010;doc_sch_20260630_0165_011,2015,"Prospectus states that the issuer has stripped government financing functions, has transformed into a self-operating and self-risk-bearing marketized entity, and does not undertake government financing functions after January 1 2015; issue proceeds will not increase government or hidden debt.",false,,not_established,not_established
济南高新控股集团有限公司,济南高新控股集团有限公司,nominal_exit,1,sch_20260630_0006,harvest_0006,sch_20260630_0006,nominal_exit,known,doc_sch_20260630_0006_002;doc_sch_20260630_0006_003;doc_sch_20260630_0006_004;doc_sch_20260630_0006_005;doc_sch_20260630_0006_007,2015,Issuer disclosure states that the company does not undertake government financing functions and that debt newly incurred since January 1 2015 is not local-government debt.,true,doc_sch_20260630_0006_002;doc_sch_20260630_0006_007,not_established,not_established
浙江安吉国控建设发展集团有限公司,浙江安吉国控建设发展集团有限公司,nominal_exit,1,sch_20260630_0017,harvest_0017,sch_20260630_0017,nominal_exit,known,doc_sch_20260630_0017_001;doc_sch_20260630_0017_002;doc_sch_20260630_0017_005,2015,Prospectus states that Anji County Finance Bureau acts only as investor with limited liability and that debt newly incurred since January 1 2015 is not local-government debt.,true,doc_sch_20260630_0017_002;doc_sch_20260630_0017_005,not_established,not_established
海南高速公路股份有限公司,海南高速公路股份有限公司,nominal_exit,1,exp10_20260704_0156,harvest_0243,,,unknown,doc_exp10_20260704_0156_003;doc_exp10_20260704_0156_004;doc_exp10_20260704_0156_006;doc_exp10_20260704_0156_007,,,false,,no_reference_link,not_established
海安开发区建设投资有限公司,海安开发区建设投资有限公司,nominal_exit,2,sch_20260630_0137;sch_20260630_0141,harvest_0137;harvest_0141,sch_20260630_0137,nominal_exit,known,doc_sch_20260630_0137_001;doc_sch_20260630_0137_002;doc_sch_20260630_0137_005;doc_sch_20260630_0137_006;doc_sch_20260630_0137_009;doc_sch_20260630_0141_002;doc_sch_20260630_0141_003;doc_sch_20260630_0141_004;doc_sch_20260630_0141_005;doc_sch_20260630_0141_007,2015,Issuer disclosure states that the company does not undertake government financing functions and that debt newly incurred since January 1 2015 is not local-government debt.,true,doc_sch_20260630_0137_006,not_established,not_established
淮北市建投控股集团有限公司,淮北市建投控股集团有限公司,nominal_exit,1,exp6_20260703_0005,harvest_0210,,,unknown,doc_exp6_20260703_0005_001;doc_exp6_20260703_0005_004;doc_exp6_20260703_0005_005;doc_exp6_20260703_0005_006;doc_exp6_20260703_0005_007,,,false,,no_reference_link,not_established
淮安市国有联合投资发展集团有限公司,淮安市国有联合投资发展集团有限公司,nominal_exit,1,sch_20260630_0010,harvest_0010,,,unknown,doc_sch_20260630_0010_001;doc_sch_20260630_0010_002;doc_sch_20260630_0010_003;doc_sch_20260630_0010_004;doc_sch_20260630_0010_006,,,false,,no_reference_link,not_established
淮安市投资控股集团有限公司,淮安市投资控股集团有限公司,nominal_exit,1,sch_20260630_0102,harvest_0102,expand_js_huaian_touzi,nominal_exit,known,doc_sch_20260630_0102_001;doc_sch_20260630_0102_002;doc_sch_20260630_0102_004;doc_sch_20260630_0102_005;doc_sch_20260630_0102_006;doc_sch_20260630_0102_007;doc_sch_20260630_0102_008,2011,Prospectus disclosures state that the issuer entered the CBRC financing-platform list in 2010 and was transferred out of that list on June 13 2011; later disclosures also state that the issuer does not undertake government financing functions after January 1 2015.,false,,not_established,not_established
淮安市文化旅游集团股份有限公司,淮安市文化旅游集团股份有限公司,nominal_exit,1,exp5_20260703_0030,harvest_0208,,,unknown,doc_exp5_20260703_0030_002;doc_exp5_20260703_0030_003;doc_exp5_20260703_0030_005;doc_exp5_20260703_0030_006;doc_exp5_20260703_0030_007,,,false,,no_reference_link,not_established
淮安新城投资开发集团有限公司,淮安新城投资开发集团有限公司,nominal_exit,1,exp2_20260703_0003,harvest_0190,,,unknown,doc_exp2_20260703_0003_005;doc_exp2_20260703_0003_007,,,false,,no_reference_link,not_established
淮河能源控股集团有限责任公司,淮河能源控股集团有限责任公司,nominal_exit,1,sch_20260630_0018,harvest_0018,,,unknown,doc_sch_20260630_0018_001;doc_sch_20260630_0018_002;doc_sch_20260630_0018_005,,,false,,no_reference_link,not_established
深圳国际控股有限公司,深圳国际控股有限公司,nominal_exit,1,exp10_20260704_0013,harvest_0239,,,unknown,doc_exp10_20260704_0013_006;doc_exp10_20260704_0013_007;doc_exp10_20260704_0013_009;doc_exp10_20260704_0013_012;doc_exp10_20260704_0013_013,,,false,,no_reference_link,not_established
深圳市地铁集团有限公司,深圳市地铁集团有限公司,nominal_exit,1,exp8_20260703_0009,harvest_0214,,,unknown,doc_exp8_20260703_0009_003;doc_exp8_20260703_0009_006;doc_exp8_20260703_0009_008;doc_exp8_20260703_0009_010,,,false,,no_reference_link,not_established
深圳市特区建设发展集团有限公司,深圳市特区建设发展集团有限公司,nominal_exit,1,pilot_gd_002,master_0039,,,unknown,doc_gd_sz_tqjf_2025_mtn4_001;doc_gd_sz_tqjf_2025_mtn4_002;doc_gd_sz_tqjf_2025_mtn4_003;doc_gd_sz_tqjf_2025_mtn4_004;doc_gd_sz_tqjf_2025_mtn4_005;doc_gd_sz_tqjf_2025_mtn4_008,,,false,,no_reference_link,not_established
温州市交通运输集团有限公司,温州市交通运输集团有限公司,nominal_exit,1,sch_20260630_0066,harvest_0066,,,unknown,doc_sch_20260630_0066_001;doc_sch_20260630_0066_003;doc_sch_20260630_0066_005;doc_sch_20260630_0066_007,,,false,,no_reference_link,not_established
温州市工业与能源发展集团有限公司,温州市工业与能源发展集团有限公司,nominal_exit,2,sch_20260630_0031;sch_20260630_0095,harvest_0031;harvest_0095,,,unknown,doc_sch_20260630_0031_001;doc_sch_20260630_0031_005;doc_sch_20260630_0031_007;doc_sch_20260630_0031_008;doc_sch_20260630_0095_002;doc_sch_20260630_0095_004;doc_sch_20260630_0095_006;doc_sch_20260630_0095_009,,,false,,no_reference_link,not_established
湖北楚天智能交通股份有限公司,湖北楚天智能交通股份有限公司,nominal_exit,1,exp10_20260704_0192,harvest_0244,,,unknown,doc_exp10_20260704_0192_002;doc_exp10_20260704_0192_007,,,false,,no_reference_link,not_established
湖北荆门城建集团有限公司,湖北荆门城建集团有限公司,nominal_exit,1,sch_20260630_0110,harvest_0110,,,unknown,doc_sch_20260630_0110_001;doc_sch_20260630_0110_003,,,false,,no_reference_link,not_established
湖南省高速公路集团有限公司,湖南省高速公路集团有限公司,nominal_exit,1,exp10_20260704_0064,harvest_0240,,,unknown,doc_exp10_20260704_0064_005;doc_exp10_20260704_0064_007;doc_exp10_20260704_0064_010,,,false,,no_reference_link,not_established
湖州莫干山国有资本控股集团有限公司,湖州莫干山国有资本控股集团有限公司,nominal_exit,1,sch_20260630_0008,harvest_0008,sch_20260630_0008,nominal_exit,known,doc_sch_20260630_0008_011,2015,Issuer disclosure states that the company does not undertake government financing functions and that debt newly incurred since January 1 2015 is not local-government debt.,true,doc_sch_20260630_0008_011,not_established,not_established
溧阳市城市建设发展集团有限公司,溧阳市城市建设发展集团有限公司,nominal_exit,1,sch_20260630_0047,harvest_0047,sch_20260630_0047,nominal_exit,known,doc_sch_20260630_0047_001;doc_sch_20260630_0047_002;doc_sch_20260630_0047_003;doc_sch_20260630_0047_006;doc_sch_20260630_0047_007,2015,"Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions, that new debt after January 1 2015 is not local-government debt, and that the current debt instrument will not add local-government or hidden debt.",true,doc_sch_20260630_0047_003;doc_sch_20260630_0047_006,not_established,not_established
益阳市交通投资运营集团有限公司,益阳市交通投资运营集团有限公司,nominal_exit,1,sch_20260630_0020,harvest_0020,expand_hn_yiyang_jiaotou,nominal_exit,known,doc_sch_20260630_0020_001;doc_sch_20260630_0020_003;doc_sch_20260630_0020_004;doc_sch_20260630_0020_006;doc_sch_20260630_0020_007;doc_sch_20260630_0020_008,2019,Prospectus disclosures state that the issuer stripped government financing functions and transformed into a marketized self-operating entity; a 2019 city-level platform transformation plan transferred the shareholder from the Finance Bureau to SASAC.,false,,not_established,not_established
盐城东方投资开发集团有限公司,盐城东方投资开发集团有限公司,nominal_exit,1,exp5_20260703_0034,harvest_0209,,,unknown,doc_exp5_20260703_0034_001;doc_exp5_20260703_0034_002;doc_exp5_20260703_0034_004,,,false,,no_reference_link,not_established
盐城市城南新区开发建设投资有限公司,盐城市城南新区开发建设投资有限公司,nominal_exit,1,sch_20260630_0049,harvest_0049,expand_js_yancheng_chengnan,nominal_exit,known,doc_sch_20260630_0049_001;doc_sch_20260630_0049_002;doc_sch_20260630_0049_003;doc_sch_20260630_0049_005;doc_sch_20260630_0049_006;doc_sch_20260630_0049_007,2015,Legal opinion states that the company does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; it also states that proceeds will not increase government or hidden debt and will not be directly repaid by fiscal funds.,false,,not_established,not_established
知识城广州投资集团有限公司,知识城(广州)投资集团有限公司,nominal_exit,2,sch_20260630_0025;sch_20260630_0053,harvest_0025;harvest_0053,sch_20260630_0025,nominal_exit,known,doc_sch_20260630_0025_004;doc_sch_20260630_0025_005;doc_sch_20260630_0053_001;doc_sch_20260630_0053_007,2015,Issuer disclosure states that the company does not undertake government financing functions and that debt newly incurred since January 1 2015 is not local-government debt.,true,doc_sch_20260630_0025_004;doc_sch_20260630_0025_005,not_established,not_established
石家庄市交通投资开发有限公司,石家庄市交通投资开发有限公司,nominal_exit,1,sch_20260630_0151,harvest_0151,sch_20260630_0151,nominal_exit,known,doc_sch_20260630_0151_001;doc_sch_20260630_0151_006;doc_sch_20260630_0151_007,2015,"The 2026 prospectus states that the issuer does not undertake government financing functions, that new debt after January 1 2015 is not local-government debt, and that the Shijiazhuang Finance Bureau was consulted on the absence of new government or hidden debt.",true,doc_sch_20260630_0151_001;doc_sch_20260630_0151_006,not_established,not_established
福州市城乡建总集团有限公司,福州市城乡建总集团有限公司,nominal_exit,1,exp6_20260703_0039,harvest_0211,,,unknown,doc_exp6_20260703_0039_001;doc_exp6_20260703_0039_002;doc_exp6_20260703_0039_005;doc_exp6_20260703_0039_008;doc_exp6_20260703_0039_009,,,false,,no_reference_link,not_established
绍兴滨海新区控股集团有限公司,绍兴滨海新区控股集团有限公司,nominal_exit,1,sch_20260630_0033,harvest_0033,sch_20260630_0033,nominal_exit,known,doc_sch_20260630_0033_001;doc_sch_20260630_0033_003;doc_sch_20260630_0033_004;doc_sch_20260630_0033_007,2015,Issuer disclosure states that the company does not undertake government financing functions and that debt newly incurred since January 1 2015 is not local-government debt.,true,doc_sch_20260630_0033_004,not_established,not_established
