case_id,company_name,province,city,official_exit_year,final_label,primary_evidence_doc,primary_evidence_lines,secondary_evidence_doc,secondary_evidence_lines,supplementary_source_id,reference_label_producer,human_confirmation_status
sch_20260630_0027,建安投资控股集团有限公司,Anhui,Bozhou,2015,nominal_exit,doc_sch_20260630_0027_003,970-986;1121-1161;2078-2117;2292-2305;2333-2368;2428-2435;3468-3481;10032-10036;10245-10259;10287-10324;19362-19368;22136-22172;22303-22330,doc_sch_20260630_0027_005;doc_sch_20260630_0027_001,380-392;506-518;1491-1498;1904-1909;2120-2125;3270-3273;3391-3394,src_sch_20260630_0027,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0028,寿光市金旭产业发展集团有限公司,Shandong,Shouguang,2015,nominal_exit,doc_sch_20260630_0028_004,598-602;694-710,doc_sch_20260630_0028_004,718-731;1397-1405,src_sch_20260630_0028,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0029,江阴高新区投资开发有限公司,Jiangsu,Jiangyin,2015,nominal_exit,doc_sch_20260630_0029_002,1286-1288;483-509;549-568;577-588,doc_sch_20260630_0029_004,376-382;434-436;475-477,src_sch_20260630_0029,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0032,亳州城建发展控股集团有限公司,Anhui,Bozhou,2015,nominal_exit,doc_sch_20260630_0032_008,450-456;494-501,doc_sch_20260630_0032_008,515-543;780-818,src_sch_20260630_0032,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0033,绍兴滨海新区控股集团有限公司,Zhejiang,Shaoxing,2015,nominal_exit,doc_sch_20260630_0033_004,1315-1323,doc_sch_20260630_0033_004,180-188,src_sch_20260630_0033,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0035,嘉善县高新科技园区建设投资有限公司,Zhejiang,Jiashan,2015,nominal_exit,doc_sch_20260630_0035_005,1248-1251;493-498;523-566;573-577,doc_sch_20260630_0035_002,382-389;811-814;416-418;769-805,src_sch_20260630_0035,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0044,丹阳投资集团有限公司,Jiangsu,Danyang,2015,nominal_exit,doc_sch_20260630_0044_004,1716-1724,doc_sch_20260630_0044_003,58-80,src_sch_20260630_0044,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0046,徐州市交通控股集团有限公司,Jiangsu,Xuzhou,2015,nominal_exit,doc_sch_20260630_0046_003;doc_sch_20260630_0046_004,1264-1270;558-563,doc_sch_20260630_0046_003;doc_sch_20260630_0046_004,485-490;497-505;1374-1435;1517-1535;1823-1849;132-143,src_sch_20260630_0046,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0047,溧阳市城市建设发展集团有限公司,Jiangsu,Liyang,2015,nominal_exit,doc_sch_20260630_0047_006,1355-1356;492-505;522-534;603-605,doc_sch_20260630_0047_003,752-755;777-777;921-926,src_sch_20260630_0047,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0048,常州市交通产业集团有限公司,Jiangsu,Changzhou,2011,nominal_exit,doc_sch_20260630_0048_003;doc_sch_20260630_0048_007,1402-1412;1251-1264,doc_sch_20260630_0048_007,199-211;1270-1309;1311-1339;1549-1568;1623-1652,src_sch_20260630_0048,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0051,北京未来科学城发展集团有限公司,Beijing,Beijing,2015,nominal_exit,doc_sch_20260630_0051_003,1582-1582;3176-3176;226-264;699-700,doc_sch_20260630_0051_005;doc_sch_20260630_0051_001,111-114;263-286;737-741;681-690;1278-1279,src_sch_20260630_0051,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0052,南京市交通建设投资控股(集团)有限责任公司,Jiangsu,Nanjing,2015,nominal_exit,doc_sch_20260630_0052_007,929-941;1030-1041;1018-1019;1042-1048;1126-1133;1189-1198;4683-4691;4710-4713;4812-4824;5980-6023;6070-6094;6338-6345;6397-6400,doc_sch_20260630_0052_001;doc_sch_20260630_0052_008,108-133;1145-1153;2028-2060;2494-2506;2658-2668;3428-3472;3668-3678;4420-4462;52-57;72-83,src_sch_20260630_0052,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0054,黄石市东楚投资集团有限公司,Hubei,Huangshi,2015,nominal_exit,doc_sch_20260630_0054_005,64-67;1338-1346,doc_sch_20260630_0054_008,128-136;1303-1311,src_sch_20260630_0054,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0055,上饶创新发展产业投资集团有限公司,Jiangxi,Shangrao,2015,nominal_exit,doc_sch_20260630_0055_001,6541-6561;6585-6608;6692-6848;6888-6904;6923-6943;7362-7364;7411-7413;7491-7522;7644-7652;12390-12394;13870-13902,doc_sch_20260630_0055_006;doc_sch_20260630_0055_007,120-140;170-180;500-514;812-830;1710-1846;1850-1856;2080-2100;2150-2189;2290-2299,src_sch_20260630_0055,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0056,新疆城建(集团)股份有限公司,Xinjiang,Urumqi,2015,nominal_exit,doc_sch_20260630_0056_005,1238-1241;767-792;832-833;1246-1248,doc_sch_20260630_0056_003,1081-1082;234-234;403-405;1066-1074,src_sch_20260630_0056,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0057,常州天宁建设发展集团有限公司,Jiangsu,Changzhou,2015,nominal_exit,doc_sch_20260630_0057_004,1222-1231,doc_sch_20260630_0057_004,175-192,src_sch_20260630_0057,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0068,嘉兴市嘉秀发展投资控股集团有限公司,Zhejiang,Jiaxing,2015,nominal_exit,doc_sch_20260630_0068_003,532-542;1007-1037;126-144;156-160;183-209;571-573;860-891;1011-1022;1225-1228,doc_sch_20260630_0068_004,894-904;1019-1047;177-184;409-439;477-480;522-527;552-557;653-662;2060-2082;2355-2392;3470-3495,src_sch_20260630_0068;src_sch_20260630_0076;src_sch_20260630_0091,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0069,常州滨湖建设发展集团有限公司,Jiangsu,Changzhou,2015,nominal_exit,doc_sch_20260630_0069_004,1144-1158,doc_sch_20260630_0069_004,3005-3027;3210-3225;3678-3715,src_sch_20260630_0069,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0073,如东县东泰社会发展投资有限责任公司,Jiangsu,Nantong,2015,nominal_exit,doc_sch_20260630_0073_003,1138-1145;1300-1307,doc_sch_20260630_0073_002,62-66;3683-3743;4997-5004,src_sch_20260630_0073,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0117,伊犁州国有资产投资经营有限责任公司,Xinjiang,Yili,2015,nominal_exit,doc_sch_20260630_0117_005,4937-4959;4979-4983;5050-5066;3261-3288;3296-3306;3338-3345;4804-4812;4822-4829;4882-4884;4915-4921;5021-5026;5055-5059;5556-5565;5879-5900,doc_sch_20260630_0169_002,3880-3892;3902-3910;4023-4060;4097-4102;4125-4144;4633-4638;4988-5004,src_sch_20260630_0117;src_sch_20260630_0169,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0132,日照城投集团有限公司,Shandong,Rizhao,2015,nominal_exit,doc_sch_20260630_0132_009,1240-1245;1289-1292,doc_sch_20260630_0132_002,163-168;505-521,src_sch_20260630_0132,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0137,海安开发区建设投资有限公司,Jiangsu,Nantong,2015,nominal_exit,doc_sch_20260630_0137_006,1053-1071,doc_sch_20260630_0137_006,1842-1847;2260-2304;6466-6474;7023-7028,src_sch_20260630_0137,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0142,江苏高淳国际慢城文化旅游产业投资集团有限公司,Jiangsu,Gaochun,2015,nominal_exit,doc_sch_20260630_0142_003,890-898;2931-2938;160-172;365-385;392-395;424-435;499-528;5420-5435,doc_sch_20260630_0142_006;doc_sch_20260630_0142_005,676-703;170-175;190-213;120-132;973-976;1288-1292;1353-1388;1960-1986;2206-2210,src_sch_20260630_0142,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0151,石家庄市交通投资开发有限公司,Hebei,Shijiazhuang,2015,nominal_exit,doc_sch_20260630_0151_001,950-1006;1058-1130,doc_sch_20260630_0151_001;doc_sch_20260630_0151_006,480-530;2554-2601;4218-4235;5355-5377;5645-5690;6398-6475;173-220,src_sch_20260630_0151,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0155,昆明市交通投资集团有限责任公司,Yunnan,Kunming,2015,nominal_exit,doc_sch_20260630_0155_003,216-234;243-246;1047-1058;1335-1354;1418-1425;9973-9985;10005-10013;10392-10417;10693-10697,doc_sch_20260630_0155_005,597-611;620-632,src_sch_20260630_0155,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
sch_20260630_0175,青岛上合控股发展集团有限公司,Shandong,Qingdao,2015,nominal_exit,doc_sch_20260630_0175_001,1372-1375,doc_sch_20260630_0175_001,216-220;466-467;745-757,src_sch_20260630_0175,Codex source-packet review on behalf of Shunyu Hao,pending_human_confirmation
