issuer_name,surrogate_rows,source_row_ids,pool_ids,exit_type,exit_type_counts,max_confidence,max_source_coverage_score,max_continued_function_evidence_score,formal_event_examples,continued_function_examples,gold_standard_overlap,gold_case_id,gold_final_label,needs_human_review
常州滨湖建设发展集团有限公司,1,sch_20260630_0079,harvest_0079,nominal_exit,nominal_exit:1,medium,3,3,经营活动） 江苏武进高新投资控股有限公司以其认缴的出资额为限对发行人承担责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机 制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方 政府债务。 （1）发行人及合并范围内子公司不存在“名股实债”的情况； （2）发行人开展土地开发整理业务,营业期限：2004 年09 月06 日至****** 经营范围：国有资产投资、经营、管理、租赁服务；项目投资开发；建筑工程施工；市 政工程施工；土地前期开发及基础设施开发与建设；工程建设项目管理服务；政府授权范围 内的集体资产经营管理服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。 类型：有限责任公司（非自然,true,sch_20260630_0069,nominal_exit,true
建安投资控股集团有限公司,1,sch_20260630_0027,harvest_0027,nominal_exit,nominal_exit:1,medium,3,3,会通过财政资金直接偿还该笔债务。政 府仅作为出资人仅以出资额为限承担有限责任，相关债务由地方国有企业作为独 立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担政府融资职能， 自2015年1月1日起新增债务依法不属于地方政府债务。 发行人将严格按照中国银行间市场交易商协会关于非金融企业债务融资工 具募集资金使用有关规定，以及公,定，承担的土地开发或整理业务已经完成，并经客户确认后，依据约定 的金额确认土地开发或整理收入。 ③代建项目收入 代建项目主要是指本公司作为建设主体承建的政府公共基础设施，政府已经对相应 项目承诺回购或与本公司签订代建协议。本公司将已建设完工的代建项目移交或已完成 的代建任务进行结算，经客户确认，在客户取得代建项目控制权时点时确,true,sch_20260630_0027,nominal_exit,true
张家港市城市投资发展集团有限公司,1,sch_20260630_0080,harvest_0080,nominal_exit,nominal_exit:1,medium,3,2,发行人承诺：张家港市国有资产管理中心作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健 全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依 法不属于地方政府债务。 发行人不存在“名股实债”的情况；发行人的土地开发整理业务、基础设施建 设业务和安置,发展集团 有限公司 张家港市杨 舍镇人民中 路 151 号金 城中银大厦 B2201 室、 B2301 室、 B2401 室 授权范围内的公有资产经营管理， 基础设施和公共设施（交通道路、 水电气、市政设施）投资（涉及行 政许可的，取得许可后方可经营）； 房地产开发、销售；信息咨询服务 （不含投资咨询、金融信息咨询）。 （依,true,expand_js_zhangjiagang_chengtou,nominal_exit,true
徐州经济技术开发区国有资产经营有限责任公司,4,sch_20260630_0037; sch_20260630_0038; sch_20260630_0045; sch_20260630_0060,harvest_0037; harvest_0038; harvest_0045; harvest_0060,nominal_exit,nominal_exit:4,medium,3,3,26.com 徐州市经济技术开发区管委会作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露 机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地 方政府债务。 发行人及含合并范围内子公司不存在“名股实债”的情况； 发行人的土地一级开发整理、安置房业务,"务较高风险 截至2026 年3 月末，公司有息债务规模为4,021,518.25 万元，占负债总额 的71.45%，公司负债构成中有息债务规模占比较高。由于城市基础设施项目建 设投入资金量大，建设周期长，公司有息负债一直维持在较高水平，面临有息 负债较高的风险。 3、基础设施建设政策变化风险 发行人基础设施建设业务收入受政府基 | 活动）一般项目：住房租赁；非居住房地产租赁（除依法须经批准的项目外， 凭营业执照依法自主开展经营活动）。 2、发行人的主营业务为土地一级开发整理、安置房业务、基础设施工程、 代建业务、工程施工及开发区内水、电、物业管理的管理营运，发行人的营业 收入由土地整理收入、安置房收入、基础设施代建收入、工程施工收入、水电 费收入、物业",true,sch_20260630_0015,nominal_exit,true
德州德达投资控股集团有限公司,1,sch_20260630_0130,harvest_0130,nominal_exit,nominal_exit:1,medium,3,2,市场化改革，健全完善了公司治理结构，建立 了现代企业制度，实现市场化运营，其承担的地方政府债 务己得到妥善处置，不再承担地方政府举债融资职能。” 因此，发行人已退出地方政府融资平台类贷款管理，而作 为一般公司类。 发行人不属于地方融资平台公司，不承担政府投资项目 融资功能。 五、对投资人保护相关内容的法律意见 根据 《募集说明书》,发行人经营职能主要包含三个方面，分别为承担中心 城区市政投资建设；承担中心城区土地开发经营及运营授 权范围内国有经营和准经营性资产。具体来看，主营业务 包括城市基础设施建设、土地的开发整理、租赁、供热、 燃气和房地产业务六大板块。其中，基础设施建设板块是 发行人收入的主要来源，发行人根据德州市整体规划开展 相关业务；租赁板块由,true,expand_sd_dezhou_deda,nominal_exit,true
扬州建工控股集团有限公司,1,sch_20260630_0149,harvest_0149,nominal_exit,nominal_exit:1,medium,3,3,法人负责偿还。发行人将进一步健全信息披 --- page 34 --- 扬州建工控股集团有限公司2026 年度第一期短期融资券募集说明书 33 露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于 地方政府债务。 1、截至本募集说明书出具日，发行人不存在“名股实债”、股东借款、借贷 资金等债务性资金和以,末，发行人的资产负债率分别为82.55%、79.99%、79.06%和79.42%， 资产负债率较高，偿债能力存在一定风险。 20、安全生产风险 公司承建的城市基础设施项目主要为城市基础设施重点工程项目，项目建设周期较长， 在项目建设期间，可能遇到不可抗拒的自然灾害、意外事故，突发状况等对工程进度以及 施工质量造成较大压力，从,false,,,true
扬州新材料投资集团有限公司,1,sch_20260630_0121,harvest_0121,nominal_exit,nominal_exit:1,medium,3,2,关规定，相关情况如下： （1）扬州市政府作为出资人仅以出资额为限承担有限责任，相关举借债务 由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制。发行人不 承担政府融资职能，自2015 年1 月1 日起其新增债务依法不属于地方政府债务。 （2）发行人本部不存在“名股实债”的情况，下属公司扬州华涵置业有限 公司存在“名股实债”，,"o 31 åÿ|ø注Ý资q 171,813.12 万元2 21|øѫ要经营活ú ᡯ地产开发经营ÿ化工产业投资ÿ化工高新ᢰ术企业投资ÿ化工产品仓储ÿ化工产业基础设施建设ÿ金 属材料销售ÿ汽车租赁ÿ商ó信o咨询服óÿP述项目î及前置û批的除外ĀĀ自营和代理各类商品及ᢰ术 的ß出口业óÿÿ家限定企业经营或禁kß出口的商品和ᢰ术",false,,,true
抚州市市属国有资产投资控股集团有限公司,1,sch_20260630_0148,harvest_0148,nominal_exit,nominal_exit:1,medium,3,2,"投资，中心城区土地开发（以上经营项目国家有专项规定 的从其规定）（依法须经批准的项目,经相关部门批准后方可开展经营活动）。 发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 发行人合法合规情况： （一）发行人目前不存在“名股实债”的情况。发行人无其他以“名股实","专用车的整车、零部件、机电产品的销售及售后服务；对城市供 水及供水工程的投资、对酒店业的投资、对体育文化产业的投资，投资、经营、管理：城市土地资 产、城市、农村基础设施、交通基础设施及房地产、农业综合开发、水利工程投资，中心城区土地 开发（以上经营项目国家有专项规定的从其规定）（依法须经批准的项目,经相关部门批准后方可开 展经",true,expand_jx_fuzhou_guozi,nominal_exit,true
新乡投资集团有限公司,1,sch_20260630_0159,harvest_0159,nominal_exit,nominal_exit:1,medium,3,3,其他主体举借债务或提供担保的情况。新乡市 政府作为出资人仅以出资额为限承担有限责任，相关举借债务由公司作为独立 法人负责偿还。公司将进一步健全信息披露机制，公司不承担政府融资职能， 自2015年1月1日起新增债务依法不属于地方政府债务。发行本期债务融资工具 不会增加地方政府债务及地方政府隐性债务。 7、经征询新乡市财政局，以上情况,重要事项 情形。 1、发行人进行的资产置换 为进一步推进国有企业深化改革，加强国有企业市场化运营能力，发行人 根据新乡市政府统一安排，将公司公园、道路等城市基础设施项目资产置出给 新乡市财政局及其他政府相关单位，同时接收新乡市自然资源和规划局、卫辉 市卫财国有资产经营管理有限公司置入的地热资源收益权、卫辉投资集团有限 公司,false,,,true
日照城投集团有限公司,1,sch_20260630_0132,harvest_0132,nominal_exit,nominal_exit:1,medium,3,3,诺，日照市人民政府国有资产监督管理委员会作为出资人仅以出 资额为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行 人将进一步健全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日 起新增债务依法不属于地方政府债务。 截至报告期末，发行人业务合法合规情况如下： --- page 40 --- 日照城,本公司所属行业为投资与资产管理，主要经营范围包括：城市建设投融资和运维主体， 承担城市建设、开发、投资、经营、民生服务和国有资产保值增值等职能，主要从事重 大基础设施建设、水务环保、文化体育旅游、安保物业、人防资产运营、园林环卫、房 地产及城市资源的投融资、开发与运营等业务。围绕产业链向工程建设项目规划、设计、 开发、施工、,false,,,true
昆明市交通投资集团有限责任公司,2,sch_20260630_0155; sch_20260630_0163,harvest_0155; harvest_0163,nominal_exit,nominal_exit:2,medium,3,3,公司 2026 年度第二期短期融资券募集说明书 41 发行人承诺，发行本期债务融资工具不涉及重复匡算资金用途的情况。 发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起其新增债务依法不属于地方政府债务。 发行人已按照《银行间债券市场非金融企业债务融资工具募集资金用途管 理规程》的规定， | 公司 2026 年度第一期短期融资券募集说明书 40 发行人承诺，发行本期债务融资工具不涉及重复匡算资金用途的情况。 发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起其新增债务依法不属于地方政府债务。 发行人已按照《银行间债券市场非金融企业债务融资工具募集资金用途管 理规程》的规定，,项对手方 存在资信状况恶化的情形，发行人应收款项坏账准备计提存在计提不足或可能 大幅增加的风险。 3、区域性金融风险 发行人作为昆明市政府批准成立的城市交通基础设施建设的投资运营主 体，是昆明主要市属国有企业之一。如果云南省或昆明市国有企业出现区域性 系统性金融风险事件，可能影响公司获得银行贷款、直接融资资金的能力。若 公 | 法律意见书 3 市基础设施投资建设有限公司） 供应链公司 指 云南昆交投供应链管理有限公司 现代物流 指 昆明现代物流发展集团有限公司 昆明建设/昆明二建 指 昆明建投建设工程集,true,sch_20260630_0155,nominal_exit,true
景德镇市城市建设投资集团有限责任公司,1,sch_20260630_0111,harvest_0111,nominal_exit,nominal_exit:1,medium,3,2,企业，景德镇市城市发展集团有限责任公司作为 出资人，仅以出资额为限承担有限责任，相关举借债务由发行人作为独立法人负 责偿还。发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 经发行人核查，截至募集说明书签署日，发行人符合国发[2014]43 号文、国 办发[2,镇市昌南新区昌南发展中心五楼 （二） 企业的业务性质和主要经营活动。 本公司业务性质：土地一级开发，公共服务设施建设，房地产开发 本公司主要经营活动：土地开发、基础设施建设及运营、基本建设、房地产开发；资 产收购、资产处置、资产管理、项目投资管理、实业投资（以自有资金进行项目投资）、 资本运营；陶瓷、建材、钢材的制造、销售；苗,true,expand_jx_jingdezhen_chengtou,nominal_exit,true
江苏腾海投资控股集团有限公司,1,sch_20260630_0019,harvest_0019,nominal_exit,nominal_exit:1,medium,3,2,行人承诺：江苏开晟产业发展集团有限公司作为出资人仅以出资额为限 承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一 步健全信息披露机制，发行人不承担政府融资职能，自 2015 年 1 月 1 日起新增 债务依法不属于地方政府债务。 发行人业务的合法合规性： 1、发行人合并范围内不存在“名股实债”； 2、发行人无土地,地址：海安市城东镇东海大道东 69 号。 统一社会信用代码：91320621088198508M。 （二）公司的业务性质和主要经营活动 本公司主要经营范围：城镇基础设施、交通基础设施及市政公用项目投资；物业管 理；建筑物非爆破拆除工程专业承包；建筑工程专业承包；河湖整治工程专业承包；水 利水电工程施工总承包（凭资质证书承接业务,true,sch_20260630_0019,nominal_exit,true
江苏高淳国际慢城文化旅游产业投资集团有限公司,1,sch_20260630_0142,harvest_0142,nominal_exit,nominal_exit:1,medium,3,2,京市高淳区人民政府国有资产监督管理办公室作为出资人仅以出资额为 限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一 步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债 务依法不属于地方政府债务。 二、发行人历史沿革 发行人前身为江苏高淳国际慢城文化旅游产业投资有限公司，是经南京市,17 销售；国内外旅游业务；旅游线路、旅游项目开发；会议、会展服务；基础设施建设、管理；文化 体育设施、 景区游乐设施、 基础设施旅游项目、 交通设施开发、 管理； 房地产开发； 旅游用品批发、 零售；票务代理；道路旅客运输、车辆租赁。,true,sch_20260630_0142,nominal_exit,true
泰州市兴化国有资产投资控股有限公司,1,sch_20260630_0002,harvest_0002,nominal_exit,nominal_exit:1,medium,3,3,关法律 法规和配套规范性文件的规定，内容合法合规。 六、发行人涉及地方政府性债务项目的核查情况 （一）政府融资职能剥离情况 根据《募集说明书》披露，发行人不承担政府融资职能，自2015年1 月1日起其新增债务依法不属于地方政府债务。 --- page 23 --- 法 律 意 见 书---泰 州 市 兴 化 国 有 资 产,资等情况。 发行人不存在 “名股实债” 、 股东借款、 借贷资金等债务性资金进行 注资的情形；发行人不从事土地储备工作；发行人存在土地转让（土地指 标销售）、基础设施代建、保障房等业务，上述业务的开展符合国家相关 政策的规定；发行人目前不存在参与政府投资基金、回购其他主体项目的 业务，PPP项目不存在替政府项目垫资的情形，,true,expand_js_xinghua_guotou,nominal_exit,true
泰州市城市建设投资集团有限公司,2,sch_20260630_0096; sch_20260630_0100,harvest_0096; harvest_0100,nominal_exit,nominal_exit:2,medium,3,3,元。 泰州市城市产业投资控股集团有限公司作为出资人仅以出资额为限承担有限责任， 相关举措债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公 司不承担政府融资职能，自2015年1月1日起新增债务依法不属于地方政府债务。 （1）发行人及子公司不存在“名股实债”的情况；（2）发行人及子公司不存在土地 开发整理业务；涉及保 | 29亿元。 泰州市城市产业投资控股集团有限公司作为出资人仅以出资额为限承担有限责任， 相关债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不 承担政府融资职能，自2015年1月1日起新增债务依法不属于地方政府债务。 （1）发行人及子公司不存在“名股实债”的情况；（2）发行人及子公司不存在土地 开发整理业务；涉及保,市场交易商协会指定的信息披露平台，提前披露有关信息。发行人承 诺发行本期债务融资工具不涉及重复匡算募集资金用途的情况。 （三）业务运营情况 发行人是泰州市重要的基础设施建设和投融资主体，2019年之前公司业务板块主 要分为基础设施建设、房地产开发业务和融资担保业务三个板块。其中发行人营业收 入和毛利润主要来源于基础设施建行业务 | 劳务成本 金额确认提供的劳务收入，并将己发生的劳务成本作为当期费用。已经发生的劳务成本如预计 不能得到补偿的，则不确认收入。 3、 公司对于政府委托开发建设的基础设施建设项目， 根据委托协议， 在项目完工并与政府 办理基础设施建设工程项目的移交结算协议后，确认相应的基础设施建设业务收入。 二十五、合同成本 合同成本分为合,true,expand_js_taizhou_chengtou,nominal_exit,true
洛阳城乡建设投资集团有限公司,1,sch_20260630_0165,harvest_0165,nominal_exit,nominal_exit:1,medium,3,3,-- 洛阳城乡建设投资集团有限公司 2026 年度第二期短期融资券募集说明书 33 务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司 不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 （十六）发行人业务合法合规性情况： 1、报告期内发行人合并范围内曾存在“名股实债”,财政厅出资额 4.257 亿元，持股比例为 8.59%。 经营地址为：洛阳市伊滨区科技大厦 A 座 1905 室。 本公司主要经营范围：市政工程、公路工程、城乡基础设施及伊滨区乡村振兴战 略项目的投资、建设及运营；股权投资；新型城镇化建设（旧城改造、棚户区改 造），科技园区的投资、开发与运营；会展服务；政府引导项目及伊滨区健康,true,expand_hen_luoyang_chengxiang,nominal_exit,true
海安开发区建设投资有限公司,1,sch_20260630_0141,harvest_0141,nominal_exit,nominal_exit:1,medium,3,3,发行人承诺：海安经济技术开发区管理委员会作为出资人仅以出资额为限承 担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健 全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依 法不属于地方政府债务。 （十二）其他事项 1、发行人及其合并范围内子公司不存在“名股实债”的情况； 2、发行人涉及,"会以货币分两期出资，出 资总额为20,000.00 万元，占注册资本的100%。 3. 公司经营范围 3.1 经营范围 公司经营范围为：城镇基础设施投资、城镇建设投资、村镇建设投资、交通基础设施及市政公用项目 的投资、管理服务；接受授权范围内国有资产经营和资本运作及资产收益管理、产权监管服务；接受政府 委托",true,sch_20260630_0137,nominal_exit,true
淮安市投资控股集团有限公司,1,sch_20260630_0102,harvest_0102,nominal_exit,nominal_exit:1,medium,3,2,限公司 2026 年度第三期超短期融资券募集说明书 33 资额为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人 将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起 新增债务依法不属于地方政府债务。 1、发行人及合并范围子公司不存在“名股实债”的情况 发行人及其下属子公司不存在以“名,》（生态环境部令第 24 号）中规定的应当履行 环境信息披露义务的主体。 --- page 3 --- 2 风险提示 1、经济周期风险 发行人承担的水利、市政基础设施建设具有资本投入大、投资回收期长的特 点。经济的周期性波动以及国家宏观调控措施的变化对土地出让市场以及城市基 础设施投资建设均会产生较大影响。如果未来经济增长放,true,expand_js_huaian_touzi,nominal_exit,true
温州市工业与能源发展集团有限公司,1,sch_20260630_0095,harvest_0095,nominal_exit,nominal_exit:1,medium,3,2,募集说明书签署日，地方政府（或相关部门）作为出资人仅以出资额 为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进 一步健全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增 债务依法不属于地方政府债务。 二、历史沿革 （一）发行人历史沿革 温州市工业投资集团有限公司系2010 年经温州市人民政,"币100,000 万元，公司性质为国有企业，法定代表人为王炯。2021 年法定代表 人变更为王炯。公司许可经营范围为投资温州电厂二期工程建设；电力、能源及 其他基础设施建设项目的投资（不含国家专项审批）。股东为发行人持股50.5％， 瑞安市工业国有资产投资经营有限公司持股13.7％，乐清市国有投资有限公司持 股13.7％，苍南",false,,,true
湖北荆门城建集团有限公司,1,sch_20260630_0110,harvest_0110,nominal_exit,nominal_exit:1,medium,3,3,活动）。 发行人承诺，荆门市国资委作为最终出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露 机制，公司不承担政府融资职能，自2015年1月1日起新增债务依法不属于地方 政府债务。 经征询荆门市财政局意见，截至2026年3月末，发行人本部不存在名股实债 的情况。发行人子公司湖,"有息债务分别为 2,328,119.25万元，占总负债的比例为75.13%。发行人的负债规模和资产负债率 目前保持在合理水平，但考虑到未来发行人保障房建设项目、基础设施建设项 目及棚户区改造项目较多，有息债务规模有可能继续上升。较高的资产负债率 或将制约发行人进一步融资，从而加大发行人的偿债风险。 （二）情形提示 1、发行",false,,,true
益阳市交通投资运营集团有限公司,1,sch_20260630_0020,harvest_0020,nominal_exit,nominal_exit:1,medium,3,3,书 -38- 益阳市发展投资集团有限公司作为出资人仅以出资额为限承担有限责任，相 关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制， 公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债 务。 发行人相关业务合法合规性说明如下： （一）益阳市发展投资集团有限公司持有发行人 10,"应收款不能及时回收，可 能会对发行人正常生产经营及资金周转带来风险。 2、政府性应收款项占比较高与政府财政性资金流入占比较大的风险 发行人是益阳市政府下属的重要基础设施建设企业，截至 2026 年 3 月末， 应收账款余额合计为 217,299.14 万元，其中政府性应收款项占比 99.34%；其他 应收款余额合计为 61,6",true,expand_hn_yiyang_jiaotou,nominal_exit,true
盐城市城南新区开发建设投资有限公司,1,sch_20260630_0049,harvest_0049,nominal_exit,nominal_exit:1,medium,3,3,府或财政使用，政府不会通过财政资金直接 偿还该笔债务。发行人承诺发行本期债务融资工具不涉及重复匡算募集资金用途 的情况。 发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 四、偿债计划及其他保障措施 发行人将按照中期票据发行条款的约定，凭借自身的偿债能力,阅读本募集说明书中 “风险因素”等有关 章节。 一、发行人主体提示 （一）核心风险提示 1、债务规模较大且增速较快风险 从债务结构看，由于发行人主要从事基础设施建设，需要长期持续的资金投 入，负债规模相对较高。同时，公司近年来的业务发展和项目建设使得公司的有 息债务规模较大。2023-2025 年末和 2026 年 3,true,expand_js_yancheng_chengnan,nominal_exit,true
知识城(广州)投资集团有限公司,1,sch_20260630_0053,harvest_0053,nominal_exit,nominal_exit:1,medium,3,2,责偿还。 --- page 40 --- 知识城（广州）投资集团有限公司2026 年度第二期中期票据募集说明书 39 发行人将进一步健全信息披露机制，发行人不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方政府债务。 二、发行人历史沿革情况 1、发行人的设立 发行人前身为广州市经济技术开发区商业服务总公司（下,较高 的有色金属业务毛利率较低所致。 （三）公司主要业务经营模式 发行人2022-2024年度的主要业务板块包含有色金属、房地产开发、工程管 理、物业经营管理、基础设施代建业务、土地转让等。自2023年起，发行人已 基本退出建材贸易业务。 1、有色金属业务 发行人有色金属板块主要由发行人子公司知识城广亚（广州）控股集团有 限公,true,sch_20260630_0025,nominal_exit,true
石家庄市交通投资开发有限公司,1,sch_20260630_0151,harvest_0151,nominal_exit,nominal_exit:1,medium,3,3,务。 石家庄交通投资发展集团有限责任公司作为出资人仅以出资额为限承担有 限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全 信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法 不属于地方政府债务。 发行人业务合规情况： 1、发行人及合并范围内子公司不存在“名股实债”形式的情况。 2,收费公路管理政策，将可能影响发行人的经营及收费情况。 5、财政补贴政策变动风险 发行人每年均可获得一定数额的财政补贴，用于项目建设资金投入及补偿 发行人重大交通基础设施项目建设的支出。如果未来中央、河北省及石家庄市 --- page 27 --- 石家庄市交通投资开发有限公司 2026 年度第三期短期融资券募集说明书 27,true,sch_20260630_0151,nominal_exit,true
苏州市相城城市建设投资(集团)有限公司,1,sch_20260630_0077,harvest_0077,nominal_exit,nominal_exit:1,medium,3,3,人承诺： 苏州市相城国有资本投资有限公司作为出资人仅以出资额为限承担有限责 任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披 露机制，公司不承担政府融资职能，自2015年1月1日起新增债务依法不属于地方 政府债务。 发行人业务合法合规： （1）发行人不存在“名股实债”的情况； --- page 33 ---,程序。 --- page 3 --- 3 风险提示 1、未来投资支出规模较大的风险 发行人所在基础设施及安置房行业前期资金投入量大， 建设 周期较长， 资金回笼周期相对较长。 而发行人的融资能力取决于 自身的财务状况、 宏观经济环境、 国家产业政策及资本市场形势,true,expand_js_suzhou_xiangcheng,nominal_exit,true
荆门市城市建设投资有限公司,1,sch_20260630_0164,harvest_0164,nominal_exit,nominal_exit:1,medium,3,3,城市建设投资控股集团有限公司、国开发展基金有限 公司仅以出资额为限承担有限责任，相关举借债务由发行人作为独立法人负责 偿还。发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 经发行人核查并征询荆门市财政局，截至募集说明书出具之日，发行人符 合国发〔2010〕,可能面临严格的审批程序和 较长的处置周期等限制，上述情况 可能对发行人资产流动性产生不利影响进而影响发行人的偿债能力。 （二）经营风险 1、经济周期风险 基础设施建设业务的盈利能力与经济周期有着比较明显的相关性。如果未 来经济增长放缓或出现衰退，新建城市基础设施的需求可能减少，发行人盈利 能力将受到不利影响。同时，发行人,true,expand_hb_jingmen_chengtou,nominal_exit,true
西部(重庆)科学城江津园区开发建设集团有限公司,1,sch_20260630_0168,harvest_0168,nominal_exit,nominal_exit:1,medium,3,2,进一步健全 --- page 41 --- 西部（重庆）科学城江津园区开发建设集团有限公司2026 年度第一期短期融资券募集说明书 41 信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于 地方政府债务。 经征询江津区财政局，截至2025 年3 月末，发行人各项业务符合国发[2010]19 号,"5 年9 月末发行人合并报表范围内子公司基本情况表 子公司名称 注册资本 业务性质 持股比例（%） 直接 间接 重庆市双福建设开发有限公司 54,000.00 基础设施建设 51.00 重庆市福昊实业管理有限公司 30,000.00 物业管理 51.00 49.00 重庆市双福污水处理有限公司 3,000.00 污水处理 10",false,,,true
重庆市永川区惠通建设发展有限公司,2,sch_20260630_0119; sch_20260630_0126,harvest_0119; harvest_0126,nominal_exit,nominal_exit:2,medium,3,2,通报的情形。 重庆永川城市发展集团有限公司作为股东仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露 机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地 方政府债务。 9、地方政府（或相关部门）作为出资人仅以出资额为限承担有限责任，相 关举借债务由发行人作为,，具体 经营项目以相关部门批准文件或许可证件为准） 一般项目：住房租赁；非居住房地产租赁；会 议及展览服务；互联网信息服务；软件设计；计算机系统服务；土地整治，基础设施管理（法律 法规规定须取得专项许可的，在未取得专项许可之前，不得开展经营活动）；房地产开发（贰级） （按房地产开发企业资质证书核定的事项及期限从事经营）；销售建,false,,,true
重庆市江津区滨江新城开发建设集团有限公司,1,sch_20260630_0167,harvest_0167,nominal_exit,nominal_exit:1,medium,3,2,庆）科学城江津 园区开发建设集团有限公司作为出资人仅以出资额为限承担有限责任，相关举 借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制， 公司不承担政府融资职能，自2015年1月1日起新增债务依法不属于地方政府债 --- page 39 --- 重庆市江津区滨江新城开发建设集团有限公司2026 年度第一期短期融,资产5.86%。虽然被担保对象目前经营情况正常。但 如果未来被担保对象的经营状况发生变化，将会对发行人的正常经营产生影响。 9、未来资本支出较大的风险 城市基础设施建设和土地整治业务是发行人的主营业务板块，该类业务前 期资金投入量较大，建设周期较长，资金回笼周期相对较长，后续资本支出需 求较大，未来3年预计发行人的资本支出,false,,,true
重庆市江津区珞璜开发建设有限公司,1,sch_20260630_0094,harvest_0094,nominal_exit,nominal_exit:1,medium,3,3,要的基础设施建设主体。2010年以来，随着国发 〔2010〕19号、财预〔2012〕463号等文件的陆续下发，发行人开始逐步剥离政 府融资职能，于2011年6月退出银监会地方政府融资平台名单，发行人在现有业 务基础上，不再承担政府融资职能，并相应地不再新增地方政府债务。 （2）政府土地储备职能的剥离情况 发行人并未且未来亦不会被列入“财预〔20,滚 动融资的模式。综上所述，发行人流动负债占比较大，速动比率较低，存在短 期偿债压力较大的风险。 2、主营业务结构单一风险 发行人作为重庆市江津区内珞璜工业园区基础设施建设及相关业务的投资 建设主体，负责工业园区内基础设施建设投资工作。发行人主营业务主要是基 础设施建设收入，包括收取代建管理费收入和基础设施工程建设收入。近三年,false,,,true
青岛上合控股发展集团有限公司,1,sch_20260630_0175,harvest_0175,nominal_exit,nominal_exit:1,medium,3,3,上海合作组织地方经贸合作示范区管理委员会作为出资人仅以出资额 为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进 一步健全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增 债务依法不属于地方政府债务。 本公司承诺发行本期债务融资工具不涉及重复匡算募集资金用途的情况。 本公司已按照《银行间,"金流量净额分别为-1,457,254.83 万元、 -1,020,983.51 万元、61,925.71 万元、86,756.29 万元。发行人主要从事基础设施 建设，项目融资需求较大，债务负担较重，债务偿还主要依赖财政补贴及基建项 目回款，但如若回款执行力度不到位，将会对发行人的经营性现金流周转产生不 利影响，发行人",false,,,true
