issuer_name,surrogate_rows,source_row_ids,pool_ids,exit_type,exit_type_counts,max_confidence,max_source_coverage_score,max_continued_function_evidence_score,formal_event_examples,continued_function_examples,gold_standard_overlap,gold_case_id,gold_final_label,needs_human_review
嘉兴科技城投资发展集团有限公司,2,sch_20260630_0013; sch_20260630_0042,harvest_0013; harvest_0042,nominal_exit,nominal_exit:2,medium,3,2,。 嘉兴市人民政府国有资产监督管理委员会作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健 全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依 法不属于地方政府债务。 （二）发行人及合并范围子公司业务合法合规性情况 发行人及合并范围子公司不存在违反其他法律法,"3339 号（嘉兴科技城）2 号楼278 室 法定代表人 张嘉平 注册资金 150000 万元人民币 经济性质 其他有限责任公司 经营范围 实业投资与资产管理；基础设施及相关配套设施的建设、经营；自有房屋租赁 （依法须经批准的项目，经相关部门批准后方可开展经营活动） 营业期限 2013 年3 月14 日至2063 年3 月13 | 月，发行人经营性现金流量净额-98,054.60 万元，较去年同期的 -54,052.35 万元同比大幅减少44,002.25 万元，减幅81.41%，主要系基础设施建设 支出增加，往来款支出增加所致。 2026 年1-3 月发行人营业收入5,430.26 万元，较去年同期的25,256.02 万元 同比大幅减少19,825",true,sch_20260630_0013,nominal_exit,true
嘉善县高新科技园区建设投资有限公司,2,sch_20260630_0035; sch_20260630_0058,harvest_0035; harvest_0058,nominal_exit,nominal_exit:2,medium,3,3,发行人承诺：嘉善经济技术开发区管委会作为出资人仅以出资额为限 承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将 进一步健全信息披露机制，发行人不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方政府债务。 2、根据《募集说明书》并经本所律师核查，本期中期票据发行不会 新增地方政府债务或隐性债务。 | 发行人承诺：嘉善经济技术开发区管委会作为出资人仅以出资额为限承担有 限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信 息披露机制，发行人不承担政府融资职能，自2015 年1 月1 日起新增债务依法 不属于地方政府债务。 二、发行人历史沿革 （一）发行人设立 发行人成立于2002 年11 月15 日，由嘉善县生,"000.00 城镇棚户区改造（惠民街 道惠园二期项目）补助 1,600,000.00 1,060,534.58 539,465.42 省级三农新型基础设施试 点项目财政奖补资金 11,000,000.00 11,000,000.00 合计 40,880,976.00 13,794,756.3",true,sch_20260630_0035,nominal_exit,true
四川省乡村发展集团有限公司,1,sch_20260630_0001,harvest_0001,nominal_exit,nominal_exit:1,medium,3,2,集团有限公司2026年度第一期中期票据募集说明书27发行人贸易业务合法合规，不涉及融资性贸易、不存在通过虚假贸易收入美化报表情况，不存在空转、走单等造假行为，不存在偷税漏税等违反法律法规和相关政策的行为。发行人子公司、控股股东和实际控制人均不属于地方政府融资平台。发行人承诺募集资金用途不用于地方政府融资平台，并且已建立切实有效的募集资金监管和隔离机制，以保证本期债务融资工具募集资金用途严格遵循《募集说明书》披露，不用于偿还地方政府债务，,实际竣工 时间 工程所 在地 结算方式 累计已确 认收入 （万元） 累计已回 款（万元） 未来三年回款计划（万元） 2026 年 2027 年 2028 年 基础设施建设工 程一期（一标段） 勘察、设计、施 工总承包(EPC） 项目 资产事务中 心 比 8 东安湖路市政道 路及配套设施工 程 成都经开产 投建设投资 有限公司,false,,,true
天津北辰经济技术开发区集团有限公司,1,sch_20260630_0134,harvest_0134,nominal_exit,nominal_exit:1,medium,3,2,。 发行人承诺：北辰经济技术开发区管委会作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健 全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依 法不属于地方政府债务。 二、发行人历史沿革 1、1993 年6 月5 日，根据1993 年2 月20 日天津市人民,"2021-2023 年度财务报表附注 本报告书共103 页第54页 组合内容 2023 年12 月31 日 其他应收款 理由 天津市北辰城市基础设施建设投资有限责任 公司 137,000,000.00 无不可收回风险 天津盛创投资有限公司 6,572,906.91 无不可收回风险 天津兴创辰发企",false,,,true
天津国有资本投资运营有限公司,1,exp_20260703_0005,harvest_0180,nominal_exit,nominal_exit:1,medium,3,3,4314003073三、发行人承诺为了充分、有效地维护和保障本期债务融资工具持有人的利益，发行人承诺：发行人举借该期债务募集资金用途符合国办发【2018】101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务，不涉及虚假化解或新增地方政府隐性债务，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人募集资金投向不用于体育中心、艺术馆、博物馆、图书馆等,的有限责任公司。2024 年12 月9 日下 发《市国资委关于轨道交通集团、津投资本和国兴资本股权划转有关事项的通知》，将其持有 津投资本30%股权注入天津城市基础设施建设投资集团有限公司；2024 年12 月17 日经天津 市人民政府国有资产监督管理委员会（简称“市国资委”）批复，市国资委利用其对津投资本 的25%的股权对天,false,,,true
天津市武清区国有资产经营投资有限公司,1,exp4_20260703_0027,harvest_0201,nominal_exit,nominal_exit:1,medium,3,2,区人民政府国有资产监督管理委员会作为发行人的出资人仅以 出资额为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行 人将进一步健全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日 起新增债务依法不属于地方政府债务。 （1）发行人及合并范围内子公司不存在违规担保、吸收公众存款、违规融 资、承担土地储备职能、,事务所分别对行政事业单位的房 屋建筑物和土地使用权进行评估，并出具津国财评字〔2010〕A008 号资产评估 报告，资产评估价值为51.73 亿元；对发行人自有基础设施及三块新农村土地进 行评估，并出具津国财评字〔2010〕A018 号资产评估报告，资产评估价值为63.33 亿元。 （5）发行人变更出资人 2010 年3 月1,false,,,true
天津津南城市建设投资有限公司,3,sch_20260630_0085; sch_20260630_0097; sch_20260630_0118,harvest_0085; harvest_0097; harvest_0118,nominal_exit,nominal_exit:3,medium,3,2,津市津南区人民政府国有资产监督管理委员会作为出资人仅以出资额为 限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进 一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增 债务依法不属于地方政府债务。 发行人及合并范围内子公司不存在名股实债情形。 发行人主营业务涉及基础设施建设、保 | 津市津南区人民政府国有资产监督管理委员会作为出资人仅 以出资额为限承担有限责任，相关举借债务由发行人作为独立法人负 责偿还。发行人将进一步健全信息披露机制，公司不承担政府融资职 能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 发行人主要业务板块如下： （1）委托代建业务 委托代建业务是发行人的主要业务，作为天,关的经济利益很可能流入企业； （2）该固定资产的成本能够可靠地计量。 2．固定资产分类 根据本公司实际情况确定固定资产类别，包括：房屋及建筑物、工业园区及示范镇基础设施、 机器设备、运输设备、办公及电子设备等。 3．折旧方法 固定资产折旧采用年限平均法分类计提，根据固定资产类别、预计使用寿命和预计净残值率确 定折旧率。如固定资,true,expand_tj_jinnan_chengtou,nominal_exit,true
太原市龙城发展投资集团有限公司,1,sch_20260630_0139,harvest_0139,nominal_exit,nominal_exit:1,medium,3,2,开发；停车场服务；化工原料及产品（不含危险品）的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。太原市财政局作为出资人仅以出资额为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担政府融资职能，自2015年1月1日起新增债务依法不属于地方政府债务。截至本募集说明书签署日，发行人及合并范围内子公司注入的资产权属清晰、不存在公益性资产、注入过程不存在法律瑕疵。发行人本部不存在,-16 层；公司营业期限：2008 年10 月21 日至2048 年12 月31 日；公司经营范围：以企业自有资金进行企业项目投资（不含金融 业务）；太原市城市基础设施建设；城中村改造；保障性住房工程；城市交通工程；房 地产开发经营；土地整理；建材贸易；旅游项目开发；停车场服务；化工原料及产品（不 含危险品）的销售。（依法须经,false,,,true
如东县东泰社会发展投资有限责任公司,1,sch_20260630_0073,harvest_0073,nominal_exit,nominal_exit:1,medium,3,3,活动） 15、承诺：如东县投资管理办公室作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机 制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方 政府债务。 16、发行人业务的合法合规性： （1）发行人及下属子公司不存在“名股实债”问题。 （2）发,"东县投资管理办公 室。 2、公司的业务性质和主要经营活动 本公司经营范围包括：政府授权范围内的国有资产经营与管理；对国家产业政策允许的行业及 市政、交通、港口等基础设施的筹资、投资和建设；土地复垦、土地整理、土地储备、土地开发经 营；建筑材料、机电设备、风电设备批发、零售。房地产开发。(依法须经批准的项目,经相关部门 批准后方",true,sch_20260630_0073,nominal_exit,true
宁波市海曙广聚资产经营有限公司,1,exp5_20260703_0007,harvest_0206,nominal_exit,nominal_exit:1,medium,3,3,隐性债务。宁波 市海曙发展控股集团有限公司作为出资人仅以出资额为限承担有限责任，相关举借 债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不 承担政府融资职能，自2015年1月1日起新增债务依法不属于地方政府债务。 二、发行人历史沿革 发行人前身为宁波市海曙财政财务开发公司，成立于1993年6月5日，系经宁波 市,营有限公司2026 年度第三期中期票据募集说明书 5 重要提示 一、发行人主体提示 （一）核心风险提示 1、有息负债规模较大的风险 发行人作为宁波市海曙区最大的基础设施建设平台之一，是海曙区城市建设和 城市资源经营的主体，主要从事城市基础设施建设业务和保障房建设业务，资本开 支较大，相较于收入和盈利，有息债务规模仍然较大，债务,false,,,true
宁波文旅会展集团有限公司,1,exp2_20260703_0021,harvest_0194,nominal_exit,nominal_exit:1,medium,3,2,经营 活动）。 宁波通商控股集团有限公司作为出资人仅以出资额为限承担有限责任，相关 举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制， 公司不承担政府融资职能，自2015年1月1日起新增债务依法不属于地方政府债务。 经征询宁波市财政局意见，截至募集说明书签署日，发行人符合国发 [2014]43 号文、国办发[20,"28,399.11 与资产相关 2014 年中央文化产业发 展专项资金补助 499,324.32 499,324.32 - 与资产相关 来安县基础设施建设奖 1,216,666.97 99,999.96 1,116,667.01 与资产相关 2021 年制造强省奖补资 金（绿色文化创意产品 二期项",false,,,true
安徽省交通控股集团有限公司,1,sch_20260630_0172,harvest_0172,nominal_exit,nominal_exit:1,medium,3,3,使用主体均未持有金融业务牌照。本公司承诺，债务融资工具后续发行的募集资金用途符合国办发〔2018〕101号文《国务院办公厅关于保持基础设施领域补短板力度的指导意见》等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务或政府隐性债务规模，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人承诺将加强募集资金管控，严格按照约定用途使用募集资金。本公司承诺，募集资,相关领域投资，募集资金实际使用主体均未持有金融 业务牌照。本公司承诺，债务融资工具后续发行的募集资金用途符合国办发〔2018〕 101号文《国务院办公厅关于保持基础设施领域补短板力度的指导意见》等文件 支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求， 不会增加政府债务或政府隐性债务规模，不会用于非经营性资,false,,,true
安徽省宁国建设投资集团有限公司,1,sch_20260630_0173,harvest_0173,nominal_exit,nominal_exit:1,medium,3,2,动）。 宁国经济技术产业开发区管理委员会作为出资人仅以出资额为限承担有限 责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息 披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属 于地方政府债务。 发行人业务合法合规情况： （1）发行人及其合并范围内子公司不存在“名股实债”的情况； （2,5 月9 日，住所为宁国经济 技术开发区染坊路投资服务中心十一楼，经营范围为宁国经济技术开发区内的土 地开发及道路交通、园林绿化、房地产开发、安置房及标准化厂房基础设施建设、 建材销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动） （二）发行人是非金融企业 发行人的经营范围为：宁国经济技术开发区内的土地开发及道路交,false,,,true
宜昌城发实业投资有限公司,1,sch_20260630_0071,harvest_0071,nominal_exit,nominal_exit:1,medium,3,2,至公司1；2026 年1 月， 城发控股向公司注资3.00 亿元。同时，公司作为城发控股下属唯一的产业投资与实业运营主体， 承担城发控股实体产业培育、资本运营及市场化转型的核心任务，未来仍将在优质资产、资金注 入及优质资源配置等方面给予公司持续支持。公司当前业务涵盖商品销售、电线电缆研发生产、 建筑施工等领域。2023~2024,资活动；旅游开发项目策划咨询；酒店管理；露营地服务； 会议及展览服务；旅客票务代理；物业管理；停车场服务；污水处理及其再生利 用；新兴能源技术研发；电动汽车充电基础设施运营；环保咨询服务；节能管理 服务；无船承运业务；从事国际集装箱船、普通货船运输；道路货物运输站经营； 供应链管理服务；成品油批发（不含危险化学品）；建筑材料销,false,,,true
宿州市城市建设投资集团(控股)有限公司,2,sch_20260630_0064; sch_20260630_0112,harvest_0064; harvest_0112,nominal_exit,nominal_exit:2,medium,3,3,司二级市场股票投资。 宿州市人民政府仅作为出资人仅以出资额为限承担有限责任，相关债务由地 方国有企业作为独立法人负责偿还。 发行人将进一步健全信息披露机制，公司不承担政府融资职能，自2015年1 月1日起新增债务依法不属于地方政府债务。 发行人已按照《银行间债券市场非金融企业债务融资工具募集资金用途管理 --- page 29 - | 市场股票投资。 宿州市人民政府仅作为出资人仅以出资额为限承担有限责任， 相关债务由地方国有 企业作为独立法人负责偿还。 发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 发行人已按照《银行间债券市场非金融企业债务融资工具募集资金用途管理规程》 的规定，,具体方法 (1)商品销售收入 商品销售收入属于在某一时点履行的履约义务，在客户领用、已收取价款或取得收款权 利且相关的经济利益很可能流入时确认收入。 (2)市政基础设施收入 市政基础设施收入属于在某一时点内履行的履约义务，根据公司、子公司分别与宿州市 人民政府、宿州市埇桥区人民政府签订的《城市基础设施项目建设回购协议》，在市政,true,expand_ah_suzhou_chengtou,nominal_exit,true
寿光市金旭产业发展集团有限公司,1,sch_20260630_0028,harvest_0028,nominal_exit,nominal_exit:1,medium,3,2,经征询寿光市财政局，发行人应收政府款项主要为工程建设项目产生 的应收工程款，存在经营业务背景，合法合规，不会新增地方政府隐性债务， 不存在提政府融资等行为。公司不承担政府融资职能。上述应收账款与发行人 的主营业务相关，符合国家相关规定。 （5）发行人及合并范围内子公司不存在由财政资金直接偿还、以非经营性 资产或瑕疵产权资产融资、以,盐业 指 寿光市富源盐业有限公司 山东环球 指 山东环球软件股份有限公司 金投热力 指 寿光市金投热力有限公司 寿光高新 指 寿光市高新区基础设施开发有限公司 晨鸣控股 指 晨鸣控股有限公司 蓝天水务 指 寿光市蓝天水务有限公司 民晟热电 指 寿光市民晟热电有限公司 德航盐化 指,true,sch_20260630_0028,nominal_exit,true
山东泉汇产业发展有限公司,1,exp5_20260703_0001,harvest_0204,nominal_exit,nominal_exit:1,medium,3,2,发行人及其下属子公司有息负债，符合《发行规则》、《信息披露规则》等关于募集资金用途及其披露的相关规定。发行人举借该期债务募集资金用途符合国办发〔2018〕101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务，不涉及虚假化解或新增地方政府隐性债务。不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人募集的资金投向不用于体育中心、艺术馆、博物馆、图书馆,查，发行人资产不存在学校、医院、公园、广场、党政机关 及经费补助事业单位办公楼、市政道路、水利设施、非收费管网设施等不能或不 宜变现、不能带来经营性收入的资产、基础设施作为资本注入的情况。 2.根据《审计报告》及发行人的书面说明，发行人土地使用权依据合法的途 径取得，发行人名下土地均已经取得相应的权属证书。截至本法律意见书出,false,,,true
山西交通控股集团有限公司,1,sch_20260630_0062,harvest_0062,nominal_exit,nominal_exit:1,medium,3,3,非经营性项目建设；募集资金不用于金融投资、土地一级开发，不用于普通商品房建设或偿还普通商品房项目贷款，不用于保障房（含棚户区改造）项目建设或偿还保障房（含棚户区改造）项目贷款；4.发行人承诺举借债务符合有关地方政府性债务管理的相关文件要求，不会增加政府债务规模且不会用于非经营性资产，不会划转给政府使用，政府不会通过财政资金直接偿还该笔债务；5.发行人承诺在本期债务融资工具存续期间，募集资金将严格用于募集说明书披露用途，若发生募集资金用途,控股），山西省国资委占股90%、山西省 财政厅占股10%，住所地为山西省示范区太原学府园区南中环街529 号B 座24-25 层，经营范围为：高速公路等重大交通基础设施的投资、建设、 经营和管理；交通沿线土地及相关资源的开发经营；高新技术、高端产业 的投资经营；综合运输，国内水路运输、道路旅客运输、道路货物运输； 物流服务；建,false,,,true
山西建设投资集团有限公司,1,sch_20260630_0101,harvest_0101,nominal_exit,nominal_exit:1,medium,3,2,经营活动） 山西省人民政府和山西省财政厅作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露 机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地 --- page 30 --- 山西建设投资集团有限公司2026 年度第三期超短期融资券基础募集说明,资与开发、国际经济与贸易、金融投资管理以及专业技术服务业。营业执照规 定经营范围：建筑施工，工程总承包，各类建筑工程施工总承包和专业承包；建筑科研 与设计；城市基础设施投资与建设；房地产开发经营；房地产咨询；物业服务；自有 房地产经营活动；装配式建筑、市政设施构件的生产、经营及销售；新型建材与装配式 内装修部品的生产、经营及销,false,,,true
山西路桥建设集团有限公司,1,sch_20260630_0030,harvest_0030,nominal_exit,nominal_exit:1,medium,3,2,性资金的非经营性项目建设；募集资金不用于金融投资、土地一级开发，不用于普通商品房建设或偿还普通商品房项目贷款，不用于保障房（含棚户区改造）项目建设或偿还保障房（含棚户区改造）项目贷款。发行人举借债务符合有关地方政府性债务管理的相关文件要求，不会增加政府债务规模且不会用于非经营性资产，不会划转给政府使用，政府不会通过财政资金直接偿还该笔债务。地方政府作为出资人仅以出资额为限承担有限责任，相关举借债务由地方国有企业作为独立法人负责偿还。发行,贰亿壹仟伍佰万元； 公司住所：山西省太原市小店区尚悦路1号； 公司类型：有限责任公司（非自然人投资或控股的法人独资）； 2、公司经营范围 建设工程：交通基础设施的投资、建设、运营；建筑、港口与航道、水利、市政、 通信、机电行业的投资、建设、运营（以资质为准）；工程勘测、咨询设计、科学研究； 试验检测；交通工程物资经营；,false,,,true
常州天宁建设发展集团有限公司,2,sch_20260630_0057; sch_20260630_0113,harvest_0057; harvest_0113,nominal_exit,nominal_exit:2,medium,3,2,内承担国 有资产保值增值职责。常州市政府作为出资人仅以出资额为限承担有限责任，相 关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制， 公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方政府 债务。 发行人经营范围：城市建设项目的投资及经营管理，投资咨询，资产经营管 理；金属材料、五金、交,管理的主体。公司的业务区域主要为常州市天宁区，主营业务包括 五大板块：一是商品销售业务；二是普通商品住宅房销售业务；三是安置房销售业务；四 是污水处理业务；五是基础设施建设业务。除此之外，公司还负责常州市天宁区土地一级 开发、教育等业务。 截至本法律意见书出具之日，发行人的商品房开发业务和安置房开发业务依法合规经 营，履行政策,true,sch_20260630_0057,nominal_exit,true
常州市交通产业集团有限公司,1,sch_20260630_0048,harvest_0048,nominal_exit,nominal_exit:1,medium,3,3,地方政府为筹集项目建设资金通过发行人举借债务的情况。 （2）根据财预[2012]463 号文、国发[2014]43 号文，发行人在报告期内遵循 市场化机制运作，不承担政府融资功能。发行人工程建设业务及土地整理开发业 务不存在地方政府未经有关监管部门依法批准直接或间接吸收公众资金进行公 益性项目建设的情况，不存在地方政府公开宣传、引导,册地址：龙锦路1259 号1 幢801 号。现法定代表 人徐晓钟先生。 公司经营范围：市政府授权范围内国有资产的经营管理；从事交通运输、水利、民防及 相关产业和基础设施的投资、建设、经营和收益管理；建筑工程和装饰装修工程的施工；国 内贸易（除专项规定）；土地整理开发；城市棚户区改造；实物租赁；物业管理服务；信息 咨询服务；自营,true,sch_20260630_0048,nominal_exit,true
常州市城市建设(集团)有限公司,1,exp3_20260703_0018,harvest_0198,nominal_exit,nominal_exit:1,medium,3,2,政府成为发行人的唯一股东。 常州市人民政府作为出资人仅以出资额为限承担有限责任，相关举借债务由 发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担 政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方政府债务。 发行人不存在以“名股实债”、股东借款、借贷资金等债务性资金和以公益性 资产、储备土地等方式违,8 重要提示 请投资者关注以下重大事项，并仔细阅读本募集说明书中“风险因素”等有关 章节。 一、核心风险提示 1、其他应收款占比较大的风险 发行人过去承接城市基础设施建设项目，资金占用规模较大，主要体现在其 他应收款科目。发行人其他应收款主要包括城市建设重点项目的建设资金投入、 城建项目利息等。2023-2025 年末及20,false,,,true
常州滨湖建设发展集团有限公司,2,sch_20260630_0069; sch_20260630_0079,harvest_0069; harvest_0079,nominal_exit,nominal_exit:2,medium,3,3,经营活动） 江苏武进高新投资控股有限公司以其认缴的出资额为限对发行人承担责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机 制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方 政府债务。 （1）发行人及合并范围内子公司不存在“名股实债”的情况； （2）发行人开展土地开发整理业务,水平。未来发行人将面临债务集中到期的压力，有息债务余额较 高的风险不可忽视。 2、资本性支出压力较大的风险 公司作为武进高新区的投资运营主体，肩负着园区内的城市基础设施、保障 --- page 14 --- 常州滨湖建设发展集团有限公司2026 年度第十四期超短期融资券募集说明书 14 性住房和标准厂房的建设运营，投资经营 | 营业期限：2004 年09 月06 日至****** 经营范围：国有资产投资、经营、管理、租赁服务；项目投资开发；建筑工程施工；市 政工程施工；土地前期开发及基础设施开发与建设；工程建设项目管理服务；政府授权范围 内的集体资产经营管理服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。 类型：有限责任公司（非自然,true,sch_20260630_0069,nominal_exit,true
广东省铁路建设投资集团有限公司,1,sch_20260630_0065,harvest_0065,nominal_exit,nominal_exit:1,medium,3,2,及国家有权部门明文限制的行业和领域。发行人承诺将加强募集资金管控，严格按照约定用途使用募集资金。本公司承诺，本期中期票据募集资金用途符合国办发【2018】101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务或政府隐性债务规模，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。本公司承诺，本期中期票据募集资金不用于体育中心、艺术馆、博物馆、图书馆等还款来,珠城际公司 指 广东广珠城际轨道交通有限责任公司 佛山城际公司 指 佛山城际轨道实业有限公司 地铁物资公司 指 广东地方铁路物资有限责任公司 基础设施基金公司 指 广东省基础设施基金管理有限责任公司 TOD 指 Transit-Oriented-Development，是“以公共交通为导向”的开 发,false,,,true
广州交通投资集团有限公司,1,exp_20260703_0002,harvest_0177,nominal_exit,nominal_exit:1,medium,3,2,短期债务风险有效缓释；但基投企业负面舆情趋于分化，且基本面实质性改善尚需时间。展望未来，经营性 债务将成为攻坚重点，化债工作从围绕债务置换转向构建长效机制。深度市场化转型成为基投企业的主要出 路，基投企业可在“化债”与“发展”的政策平衡中寻找转型机遇，但需警惕转型过程中带来的市场化风险 以及政企关系的演变。 2025 年，基础,；金属材料销售；非金属矿及制品销售； 旅客票务代理；汽车拖车、求援、清障服务；日用杂品销售；信息系统集成服务；各类 工程建设活动；公路管理与养护；房屋建筑和市政基础设施项目工程总承包；工程造价 咨询业务；建设工程设计；建筑物拆除作业（爆破作业除外）；施工专业作业；特种设 备安装改造修理；房地产开发经营；餐饮服务；矿产资源（非煤,false,,,true
广西交通投资集团有限公司,5,sch_20260630_0128; sch_20260630_0133; sch_20260630_0146; sch_20260630_0158; sch_20260630_0174,harvest_0128; harvest_0133; harvest_0146; harvest_0158; harvest_0174,nominal_exit,nominal_exit:5,medium,3,2,"于归还发行人的有息债务2026-06否合计150,000.00100,000.00发行人承诺：发行人举借本期债务融资工具募集资金用途符合国办发〔2018〕101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务或政府隐性债务规模，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人募集资金投向不用于体育中心、艺术馆、博物馆、图书馆等还款来源主要依靠财政 | 160478700000860-0002支付系统行号：105611042370三、发行人的承诺发行人举借本期债务融资工具募集资金用途符合国办发〔2018〕101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务或政府隐性债务规模，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人已按照《银行间债券市场非金融企业债务融资工具募集资金用途管理规程》的规定",4 月 1 日至 2026 年 12 月 31 日（所属期），对我区所有征收对象免征地方 水利建设基金。 （6）根据《国家税务总局关于实施国家重点扶持的公共基础设施项目企业所得税优惠问 题的通知》（国税发〔2009〕80号）文件，本公司之下属子公司广西桂海高速公路有限公 司、广西河田高速公路有限公司、广西新祥高速公路有限公 | 所属目录类别 具体项目 具体项目总 投资 具体项目建 设、现状及 运营情况 省界收费站工程项 目所涉及的 8 条高 速公路 ETC 系统的 建设及改造项目。 基础设施绿色 升级-5.5-绿色 交通-5.5.1 城 乡公共客运和 货运-5.5.1.1 不停车收费系 统建设和运 营”。 河池至百色（河百）高速公路 ETC 系统建,false,,,true
广西国控资本运营集团有限责任公司,2,exp4_20260703_0049; exp4_20260703_0051,harvest_0202; harvest_0203,nominal_exit,nominal_exit:2,medium,3,3,性项目；地方政府对本次债券不承担任何偿债责任。募集资金应用于符合国家法律法规及政策要求的流动资金需要，不得用于长期投资。募集资金用途符合国办发〔2018〕101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务或政府隐性债务规模，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人举借债务符合有关地方政府性债务管理的相关文件要求，募集资金用途不用于偿还 | 性项目；地方政府对本次债券不承担任何偿债责任。募集资金应用于符合国家法律法规及政策要求的流动资金需要，不得用于长期投资。募集资金用途符合国办发〔2018〕101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务或政府隐性债务规模，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人举借债务符合有关地方政府性债务管理的相关文件要求，募集资金用途不用于偿还,"二期工业园可行性研究报告的测 算，预计项目经营期净收益12.1 亿元，目前项目已完成 100%土地征收以及部分前期许可规划办理工作，预计2025 年 内开展部分基础设施建设工作。 （2）源头养猪场及配套建设项目：项目计划总投资为 5.54 亿元。截至2026 年3 月末，项目累计完成投资8.43 亿 元。项目预计建设期限时间2 | 22,000 万股股份、柳州市城市投资建设发展有限公司持有的20,000 万股股份、广西柳州市投资控股集团有限公司持有的14,800 万股股份、广西柳州市农 业基础设施投资建设集团有限公司持有的10,743.93 万股股份、柳州市房地产开发有限 责任公司持有的8,000 万股股份、柳北区财政局持有的19.99 万股股份，受让上",false,,,true
