pool_id,source_row_id,province,city,issuer_name,validation_status,label_source,surrogate_status,formal_event_found,formal_event_summary,continued_function_found,continued_function_summary,exit_type,confidence,source_coverage_score,continued_function_evidence_score,alternative_label,missing_information,classification_rationale,evidence_basis,needs_human_review,labeler
master_0063,expand_sd_linyi_chengtou,Shandong,Linyi,临沂城市建设投资集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus states that the government gradually stripped the issuer's government financing function and that debts requiring government responsibility were replaced or arranged; the issue also states that it will not increase government or hidden debt and will not be directly repaid by fiscal funds.,true,"Formal government-financing-function stripping and no-hidden-debt language coexist with continuing urban-rural development, infrastructure construction, affordable-housing or shantytown-related functions, government receivables, fiscal subsidy accounting, and public-resource state-asset operation. The same issuer remains central to the public-development system, so the exit is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,"Several audit documents in the packet were not machine-readable; the label relies on the prospectus, legal opinion, and the readable 2025 audit report.","Formal government-financing-function stripping and no-hidden-debt language coexist with continuing urban-rural development, infrastructure construction, affordable-housing or shantytown-related functions, government receivables, fiscal subsidy accounting, and public-resource state-asset operation. The same issuer remains central to the public-development system, so the exit is coded as nominal exit.",doc_sd_linyi_chengtou_2026_cp2_004; doc_sd_linyi_chengtou_2026_cp2_005;doc_sd_linyi_chengtou_2026_cp2_006,false,human
master_0064,expand_jx_jian_chengtou,Jiangxi,Ji'an,吉安市城市建设投资开发有限公司,human_validated,human_gold_standard,not_surrogate,true,Legal opinion states that the Ji'an government has stripped the issuer's government financing functions and that the issuer does not borrow for local government or other entities; issue proceeds will not increase government or hidden debt and will not be directly repaid by fiscal funds.,true,"The formal stripping of government financing functions coexists with land consolidation, infrastructure construction, affordable housing, entrusted construction, finance-bureau receivables, fiscal settlement, and government subsidies. These functions remain attached to the same issuer rather than disappearing institutionally, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,"No independent platform-list exit document has been collected; formal status is supported by the legal opinion, prospectus, and rating disclosures.","The formal stripping of government financing functions coexists with land consolidation, infrastructure construction, affordable housing, entrusted construction, finance-bureau receivables, fiscal settlement, and government subsidies. These functions remain attached to the same issuer rather than disappearing institutionally, so the case is coded as nominal exit.",doc_jx_jian_chengtou_2026_cp1_002; doc_jx_jian_chengtou_2026_cp1_005;doc_jx_jian_chengtou_2026_cp1_003,false,human
master_0065,expand_hen_luoyang_chengxiang,Henan,Luoyang,洛阳城乡建设投资集团有限公司,human_validated,human_gold_standard,not_surrogate,true,"Prospectus states that the issuer has stripped government financing functions, has transformed into a self-operating and self-risk-bearing marketized entity, and does not undertake government financing functions after January 1 2015; issue proceeds will not increase government or hidden debt.",true,"Formal marketization and government-financing-function stripping coexist with continuing municipal infrastructure, municipal public project, affordable-housing, land-consolidation, and government-related receivable evidence. The same issuer continues core public-development functions under compliant language, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The strongest formal-exit language comes from prospectus and legal-opinion disclosures rather than a directly collected local government platform-list document.,"Formal marketization and government-financing-function stripping coexist with continuing municipal infrastructure, municipal public project, affordable-housing, land-consolidation, and government-related receivable evidence. The same issuer continues core public-development functions under compliant language, so the case is coded as nominal exit.",doc_hen_luoyang_chengxiang_2026_cp2_010; doc_hen_luoyang_chengxiang_2026_cp2_007,false,human
master_0066,expand_js_zhangjiagang_chengtou,Jiangsu,Zhangjiagang,张家港市城市投资发展集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Legal opinion states that the issuer and subsidiaries were not included in the 2018 CBIRC financing-platform list and that the current issue will not increase government or hidden debt or be directly repaid with fiscal funds.,true,"Formal non-platform and no-hidden-debt language coexists with continuing land preparation, resettlement housing, infrastructure construction, land-reserve-center settlement, fiscal or government-linked receivables, and government support inside the same issuer. The institutional category changed more than the public-development function.",nominal_exit,medium,4,,functional_transfer,The packet relies on 2026 issuance and legal-opinion disclosures rather than a directly collected local government exit-list announcement. Two scanned documents were not machine-readable in this pass.,"Formal non-platform and no-hidden-debt language coexists with continuing land preparation, resettlement housing, infrastructure construction, land-reserve-center settlement, fiscal or government-linked receivables, and government support inside the same issuer. The institutional category changed more than the public-development function.",doc_js_zhangjiagang_chengtou_2026_scp2_005; doc_js_zhangjiagang_chengtou_2026_scp2_004,false,human
master_0067,expand_tj_jinnan_chengtou,Tianjin,Tianjin Jinnan,天津津南城市建设投资有限公司,human_validated,human_gold_standard,not_surrogate,true,"Legal opinion and prospectus disclosures state that the issuer operates on marketized principles, has no local-government repayment-responsibility debt, and that the current issue will not increase government or hidden debt or be directly repaid by fiscal funds.",true,"Marketization and no-hidden-debt language coexists with continuing demonstration-town infrastructure, entrusted construction, resettlement-housing business, fiscal repayment, finance-bureau receivables, and debt-resolution funds. The same issuer remains central to Jinnan public-development finance.",nominal_exit,medium,4,,functional_transfer,"The legal opinion also notes that the issuer belonged to the national government-debt audit platform list and the original CBRC platform list, so this is not a clean independent exit-list case. Confidence should rise only after collecting a direct transfer-out or exit-list document.","Marketization and no-hidden-debt language coexists with continuing demonstration-town infrastructure, entrusted construction, resettlement-housing business, fiscal repayment, finance-bureau receivables, and debt-resolution funds. The same issuer remains central to Jinnan public-development finance.",doc_tj_jinnan_chengtou_2026_scp6_009; doc_tj_jinnan_chengtou_2026_scp6_006,false,human
master_0068,expand_ah_luan_chengtou,Anhui,Lu'an,六安城市建设投资有限公司,human_validated,human_gold_standard,not_surrogate,true,Legal opinion states that after the post-2012 policy shift the issuer no longer participates in BT projects and does not undertake government financing functions; current issuance documents also state that the issue will not increase government or hidden debt.,true,"Formal no-BT and no-government-financing language coexists with continuing entrusted construction, infrastructure, affordable housing, PPP, fiscal payment, government receivables, special payables for construction funds, and fiscal subsidies. The public-development function remains inside the same issuer.",nominal_exit,medium,4,,functional_transfer,The formal event is inferred from issuer/legal-opinion compliance language rather than a separately collected local platform-list exit document. Several financial-report files were scanned and not machine-readable.,"Formal no-BT and no-government-financing language coexists with continuing entrusted construction, infrastructure, affordable housing, PPP, fiscal payment, government receivables, special payables for construction funds, and fiscal subsidies. The public-development function remains inside the same issuer.",doc_ah_luan_chengtou_2026_scp3_001; doc_ah_luan_chengtou_2026_scp3_007,false,human
master_0069,expand_js_taizhou_chengtou,Jiangsu,Taizhou,泰州市城市建设投资集团有限公司,human_validated,human_gold_standard,not_surrogate,true,"Legal opinion describes the issuer as moving from a government financing platform toward a city-industry investment operator, while also stating that the issue will not increase government or hidden debt or be directly repaid by fiscal funds.",true,"Formal transformation from government financing platform to city-industry investment operator coexists with continuing municipal infrastructure, shantytown and resettlement construction, finance-bureau receivables, infrastructure project inventory, government subsidies, and delegated public-project functions.",nominal_exit,medium,4,,functional_transfer,The formal transformation language comes from 2026 legal-opinion and prospectus disclosures rather than a directly collected local reorganization notice. One financial statement was not machine-readable.,"Formal transformation from government financing platform to city-industry investment operator coexists with continuing municipal infrastructure, shantytown and resettlement construction, finance-bureau receivables, infrastructure project inventory, government subsidies, and delegated public-project functions.",doc_js_taizhou_chengtou_2026_scp5_007; doc_js_taizhou_chengtou_2026_scp5_001,false,human
master_0070,expand_jx_jingdezhen_chengtou,Jiangxi,Jingdezhen,景德镇市城市建设投资集团有限责任公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus disclosures state that the company does not undertake government financing functions after January 1 2015 and that government financing and land-reserve functions have been stripped.,true,"Formal stripping of government financing and land-reserve functions coexists with continuing infrastructure construction, shantytown renovation, resettlement housing, land preparation, entrusted construction, government purchase service, fiscal settlement, government receivables, and subsidy evidence. The same issuer continues core public-development functions, so the exit is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The packet relies on 2026 issuer and legal-opinion disclosures rather than an independently collected local platform-list exit document. Several downloaded files were not machine-readable in this pass.,"Formal stripping of government financing and land-reserve functions coexists with continuing infrastructure construction, shantytown renovation, resettlement housing, land preparation, entrusted construction, government purchase service, fiscal settlement, government receivables, and subsidy evidence. The same issuer continues core public-development functions, so the exit is coded as nominal exit.",doc_jx_jingdezhen_chengtou_2026_cp1_006; doc_jx_jingdezhen_chengtou_2026_cp1_005,false,human
master_0071,expand_hb_jingmen_chengtou,Hubei,Jingmen,荆门市城市建设投资有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions after January 1 2015 and that new debt does not constitute local-government debt or hidden debt.,true,"No-government-financing and no-hidden-debt language coexists with continuing infrastructure construction, affordable housing, government purchase service, PPP-related investment, entrusted construction, fiscal-budget repayment, finance-bureau project receivables, and subsidies. The same issuer remains the public-project vehicle, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The current evidence comes from issuer and legal-opinion disclosures rather than an original exit-list document. Some audit files were scanned and not machine-readable.,"No-government-financing and no-hidden-debt language coexists with continuing infrastructure construction, affordable housing, government purchase service, PPP-related investment, entrusted construction, fiscal-budget repayment, finance-bureau project receivables, and subsidies. The same issuer remains the public-project vehicle, so the case is coded as nominal exit.",doc_hb_jingmen_chengtou_2026_cp1_002; doc_hb_jingmen_chengtou_2026_cp1_008,false,human
master_0072,expand_jx_shangrao_chengtou,Jiangxi,Shangrao,上饶市城市建设投资开发集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions after January 1 2015 and that the issue will not increase government or hidden debt.,true,"Formal no-government-financing language coexists with continuing infrastructure construction, shantytown redevelopment, resettlement housing, land preparation, entrusted construction, government purchase service, fiscal-budget repayment, and finance-bureau receivables. The issuer remains the largest local infrastructure and land-preparation unit, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The packet relies on 2026 issuer and legal-opinion disclosures rather than a separately collected local platform-list exit notice.,"Formal no-government-financing language coexists with continuing infrastructure construction, shantytown redevelopment, resettlement housing, land preparation, entrusted construction, government purchase service, fiscal-budget repayment, and finance-bureau receivables. The issuer remains the largest local infrastructure and land-preparation unit, so the case is coded as nominal exit.",doc_jx_shangrao_chengtou_2026_cp1_007; doc_jx_shangrao_chengtou_2026_cp1_004,false,human
master_0073,expand_js_huaian_touzi,Jiangsu,Huai'an,淮安市投资控股集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus disclosures state that the issuer entered the CBRC financing-platform list in 2010 and was transferred out of that list on June 13 2011; later disclosures also state that the issuer does not undertake government financing functions after January 1 2015.,true,"This is a direct formal exit-list case, but the same issuer continues water infrastructure, municipal infrastructure, land development, affordable housing, delegated construction, fiscal settlement, finance-bureau repayment, government buyback, and public-project functions. The formal list exit therefore did not remove the issuer from local public-development finance.",nominal_exit,high,4,,functional_transfer,The direct exit evidence is a later prospectus disclosure rather than the original 2011 regulator document. Confidence is high for the label because both formal exit and continued-function evidence are unusually explicit.,"This is a direct formal exit-list case, but the same issuer continues water infrastructure, municipal infrastructure, land development, affordable housing, delegated construction, fiscal settlement, finance-bureau repayment, government buyback, and public-project functions. The formal list exit therefore did not remove the issuer from local public-development finance.",doc_js_huaian_touzi_2026_scp3_007; doc_js_huaian_touzi_2026_scp3_007,false,human
master_0074,expand_hn_yiyang_jiaotou,Hunan,Yiyang,益阳市交通投资运营集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus disclosures state that the issuer stripped government financing functions and transformed into a marketized self-operating entity; a 2019 city-level platform transformation plan transferred the shareholder from the Finance Bureau to SASAC.,true,"Marketization and government-financing-function stripping coexist with continuing transport infrastructure, road and bridge buyback receivables, delegated construction, finance-bureau repayment, fiscal-funded BT legacy projects, government receivables, fiscal subsidies, and city-level infrastructure operation. The same issuer remains central to public project construction, so the exit is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,"The issuer is reported as outside national and CBIRC platform lists, but the formal event is inferred from 2019 transformation disclosures rather than a directly collected transfer-out notice.","Marketization and government-financing-function stripping coexist with continuing transport infrastructure, road and bridge buyback receivables, delegated construction, finance-bureau repayment, fiscal-funded BT legacy projects, government receivables, fiscal subsidies, and city-level infrastructure operation. The same issuer remains central to public project construction, so the exit is coded as nominal exit.",doc_hn_yiyang_jiaotou_2026_mtn1_004; doc_hn_yiyang_jiaotou_2026_mtn1_006,false,human
master_0075,expand_js_xinghua_guotou,Jiangsu,Xinghua,泰州市兴化国有资产投资控股有限公司,human_validated,human_gold_standard,not_surrogate,true,"Prospectus and legal-opinion disclosures state that the enterprise has stripped government financing functions, transformed into a marketized self-operating entity, and does not undertake government financing functions after January 1 2015.",true,"Formal marketization and no-government-financing language coexists with continuing government receivables, finance-bureau receivables, delegated construction revenue, land rectification revenue, public utility operation, resettlement and infrastructure-related entities, and very large operating subsidies. The same issuer remains central to local public-development finance, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The formal event is supported by issuer and legal-opinion disclosures rather than an independently collected local platform-list exit document. Two documents in the packet were not machine-readable.,"Formal marketization and no-government-financing language coexists with continuing government receivables, finance-bureau receivables, delegated construction revenue, land rectification revenue, public utility operation, resettlement and infrastructure-related entities, and very large operating subsidies. The same issuer remains central to local public-development finance, so the case is coded as nominal exit.",doc_js_xinghua_guotou_2026_mtn2_004; doc_js_xinghua_guotou_2026_mtn2_008,false,human
master_0076,expand_sc_leshan_guozi,Sichuan,Leshan,乐山国有资产投资运营(集团)有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus disclosures state that the issuer was transferred out of the local government financing platform customer list by a 2011 Sichuan CBRC notice and was managed as a rectified general-company loan customer; later disclosures state that it does not undertake government financing functions after January 1 2015.,true,"This is a direct formal transfer-out case, but the same issuer remains Leshan's most important infrastructure and state-asset management body and continues municipal infrastructure, affordable housing, transport infrastructure, land development, entrusted construction, government purchase service, PPP projects, government receivables, and subsidy-dependent operations. The formal exit therefore did not remove the issuer from public-development finance.",nominal_exit,high,4,,functional_transfer,Direct transfer-out evidence comes from a later prospectus disclosure rather than the original 2011 Sichuan CBRC notice. Confidence is high because formal exit and continued-function evidence are both explicit.,"This is a direct formal transfer-out case, but the same issuer remains Leshan's most important infrastructure and state-asset management body and continues municipal infrastructure, affordable housing, transport infrastructure, land development, entrusted construction, government purchase service, PPP projects, government receivables, and subsidy-dependent operations. The formal exit therefore did not remove the issuer from public-development finance.",doc_sc_leshan_guozi_2026_scp2_004; doc_sc_leshan_guozi_2026_scp2_004,false,human
master_0077,expand_sd_dezhou_deda,Shandong,Dezhou,德州德达投资控股集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Legal opinion states that Dezhou CBRC approved the company's platform loans for rectification into general-company loans in December 2016 and that a Dezhou government announcement said the company no longer undertook local-government debt-financing functions.,true,"Direct formal-exit and no-government-financing evidence coexists with continuing city-development, land-development, infrastructure construction, delegated construction, PPP-linked receivables, government debt replacement, and fiscal-settlement mechanisms. The same issuer remains tied to public project construction and government repayment channels, so the exit is coded as nominal exit.",nominal_exit,high,4,,functional_transfer,The direct formal event is supported by 2026 legal opinion and prospectus disclosures rather than the original 2016 notice or government announcement. Confidence is high because the disclosure quotes the formal event and continued-function evidence is detailed.,"Direct formal-exit and no-government-financing evidence coexists with continuing city-development, land-development, infrastructure construction, delegated construction, PPP-linked receivables, government debt replacement, and fiscal-settlement mechanisms. The same issuer remains tied to public project construction and government repayment channels, so the exit is coded as nominal exit.",doc_sd_dezhou_deda_2026_cp1_001; doc_sd_dezhou_deda_2026_cp1_002,false,human
master_0078,expand_jx_fuzhou_guozi,Jiangxi,Fuzhou,抚州市市属国有资产投资控股集团有限公司,human_validated,human_gold_standard,not_surrogate,true,"Prospectus disclosures state that the enterprise has stripped government financing functions, transformed into a marketized self-operating entity, and does not undertake government financing functions after January 1 2015.",true,"Formal stripping and marketized-transformation language coexists with continuing infrastructure construction, affordable-housing and shantytown projects, government purchase service, PPP projects, government buyback, fiscal payment, finance-bureau receivables, land-related legacy activity, and infrastructure subsidies. The issuer remains the city's core public-development vehicle, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,"The formal event is supported by issuer disclosures rather than an independently collected exit-list document. Some attachments were scanned and not machine-readable, but the prospectus and audit reports provide extensive evidence.","Formal stripping and marketized-transformation language coexists with continuing infrastructure construction, affordable-housing and shantytown projects, government purchase service, PPP projects, government buyback, fiscal payment, finance-bureau receivables, land-related legacy activity, and infrastructure subsidies. The issuer remains the city's core public-development vehicle, so the case is coded as nominal exit.",doc_jx_fuzhou_guozi_2026_cp1_006; doc_jx_fuzhou_guozi_2026_cp1_006,false,human
master_0079,sch_20260630_0155,Yunnan,Kunming,昆明市交通投资集团有限责任公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus disclosures state that the issuer does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; the local state acts only as shareholder with limited liability.,true,"Formal no-government-financing and no-local-government-debt language coexists with continuing transportation infrastructure investment, government-authorized land development, legacy BT repayment, PPP participation, government-related receivables, and project funds linked to municipal transportation construction. The same issuer remains the relevant public-development vehicle after the formal compliance event.",nominal_exit,medium,4,,functional_transfer,This is a specialized municipal transportation SOE rather than a generic urban construction platform. It is included because the source packet shows a platform-like local financing and public-development role. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected platform-list transfer-out notice.,"Formal no-government-financing and no-local-government-debt language coexists with continuing transportation infrastructure investment, government-authorized land development, legacy BT repayment, PPP participation, government-related receivables, and project funds linked to municipal transportation construction. The same issuer remains the relevant public-development vehicle after the formal compliance event.",doc_sch_20260630_0155_003; doc_sch_20260630_0155_005,false,human
master_0080,sch_20260630_0117,Xinjiang,Yili,伊犁州国有资产投资经营有限责任公司,human_validated,human_gold_standard,not_surrogate,true,"Prospectus disclosures state that the issuer had been transferred out of the banking-regulator local government financing platform list, had been included in the 2013 national government-debt audit platform-company scope, and does not undertake government financing functions after January 1 2015.",true,"Direct transfer-out and no-government-financing language coexists with continuing infrastructure construction, public housing investment and financing, legacy BT repurchase claims, government receivables, contract assets from completed BT projects, and recurring government subsidies. The same issuer group continues to house core public-development functions after formal exit.",nominal_exit,high,4,,functional_transfer,"The direct transfer-out evidence is a later prospectus disclosure rather than the original banking-regulator notice. The exact transfer-out date has not been independently collected, but formal exit and continued-function evidence are explicit and repeated across the source packet.","Direct transfer-out and no-government-financing language coexists with continuing infrastructure construction, public housing investment and financing, legacy BT repurchase claims, government receivables, contract assets from completed BT projects, and recurring government subsidies. The same issuer group continues to house core public-development functions after formal exit.",doc_sch_20260630_0117_005; doc_sch_20260630_0169_002,false,human
master_0081,sch_20260630_0027,Anhui,Bozhou,建安投资控股集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; the local state acts only as shareholder with limited liability.,true,"Formal no-government-financing and no-local-government-debt language coexists with continuing land development, agency construction, government purchase service, fiscal settlement, government receivables, and subsidy-backed public-development functions. The same issuer group remains tied to Bozhou public investment after the formal compliance event.",nominal_exit,medium,4,,functional_transfer,The formal event is supported by prospectus and legal-opinion compliance language rather than an independently collected platform-list transfer-out notice. Confidence is medium because continued-function evidence is strong but the formal event is not a separate government exit document.,"Formal no-government-financing and no-local-government-debt language coexists with continuing land development, agency construction, government purchase service, fiscal settlement, government receivables, and subsidy-backed public-development functions. The same issuer group remains tied to Bozhou public investment after the formal compliance event.",doc_sch_20260630_0027_003; doc_sch_20260630_0027_005;doc_sch_20260630_0027_001,false,human
master_0082,sch_20260630_0055,Jiangxi,Shangrao,上饶创新发展产业投资集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; the local state acts only as shareholder with limited liability.,true,"Formal no-government-financing and no-local-government-debt language coexists with continuing development-zone infrastructure construction, entrusted construction, PPP projects, government purchase service, fiscal budget payments, government receivables, and recurring government subsidies. Official compliance therefore does not amount to functional exit.",nominal_exit,medium,4,,functional_transfer,This is a development-zone platform rather than a generic prefecture-level urban construction company. The formal event is based on prospectus and legal-opinion compliance language rather than an independently retrieved platform-list transfer-out notice.,"Formal no-government-financing and no-local-government-debt language coexists with continuing development-zone infrastructure construction, entrusted construction, PPP projects, government purchase service, fiscal budget payments, government receivables, and recurring government subsidies. Official compliance therefore does not amount to functional exit.",doc_sch_20260630_0055_001; doc_sch_20260630_0055_006;doc_sch_20260630_0055_007,false,human
harvest_0001,sch_20260630_0001,,,四川省乡村发展集团有限公司,not_validated,codex_surrogate,unresolved,false,,true,实际竣工 时间 工程所 在地 结算方式 累计已确 认收入 （万元） 累计已回 款（万元） 未来三年回款计划（万元） 2026 年 2027 年 2028 年 基础设施建设工 程一期（一标段） 勘察、设计、施 工总承包(EPC） 项目 资产事务中 心 比 8 东安湖路市政道 路及配套设施工 程 成都经开产 投建设投资 有限公司,unclear,low,2,0,,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",The available screening record is insufficient for an exit-type label under the frozen codebook.,doc_sch_20260630_0001_006; doc_sch_20260630_0001_007,true,Codex GPT-5; conservative source-packet screening
harvest_0002,sch_20260630_0002,,,泰州市兴化国有资产投资控股有限公司,not_validated,codex_surrogate,labeled,true,关法律 法规和配套规范性文件的规定，内容合法合规。 六、发行人涉及地方政府性债务项目的核查情况 （一）政府融资职能剥离情况 根据《募集说明书》披露，发行人不承担政府融资职能，自2015年1 月1日起其新增债务依法不属于地方政府债务。 --- page 23 --- 法 律 意 见 书---泰 州 市 兴 化 国 有 资 产,true,资等情况。 发行人不存在 “名股实债” 、 股东借款、 借贷资金等债务性资金进行 注资的情形；发行人不从事土地储备工作；发行人存在土地转让（土地指 标销售）、基础设施代建、保障房等业务，上述业务的开展符合国家相关 政策的规定；发行人目前不存在参与政府投资基金、回购其他主体项目的 业务，PPP项目不存在替政府项目垫资的情形，,nominal_exit,medium,3,3,substantive_exit,Requires human validation against original PDF line references before entering the gold-standard label file.,Codex applied the frozen codebook to collected source text and notes. Formal event found=True; continued function found=True; transfer signal=False; liquidation signal=False.,doc_sch_20260630_0002_001; doc_sch_20260630_0002_002; doc_sch_20260630_0002_003; doc_sch_20260630_0002_004; doc_sch_20260630_0002_007; doc_sch_20260630_0002_008; doc_sch_20260630_0002_009,true,Codex GPT-5; conservative source-packet screening
harvest_0003,sch_20260630_0003,,,珠海港控股集团有限公司,not_validated,codex_surrogate,unresolved,false,,true,税优惠。 （2）企业所得税 ①根据国务院发布《中华人民共和国企业所得税法实施条例》 （国务院令[2007]第512 号）和《财政部、国家税务总局关于执行公共基础设施项目企业所得税优惠目录有 关问题的通知》（财税[2008]第46 号）的规定，企业从事《目录》内符合相关条件和 技术标准及国家投资管理相关规定，于2008 年1,unclear,low,2,0,,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",The available screening record is insufficient for an exit-type label under the frozen codebook.,doc_sch_20260630_0003_001; doc_sch_20260630_0003_002; doc_sch_20260630_0003_003; doc_sch_20260630_0003_007; doc_sch_20260630_0003_008,true,Codex GPT-5; conservative source-packet screening
harvest_0004,sch_20260630_0004,,,厦门金圆投资集团有限公司,not_validated,codex_surrogate,unresolved,false,,true,类投资、项目资本金出资；不用于发放委托贷款、小额贷款、保理、夹层融资、 转贷等；不通过收购不良资产、融资租赁项目投放等形式，以直接或间接的方式 将资金投向城市基础设施建设、非经营性项目建设运营、房地产、两高一剩等行 业领域；本次债务融资工具募集资金使用符合公司营业范围规定的业务范畴、不 超范围使用资金，不存在重复匡算用途的情,unclear,low,2,0,,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",The available screening record is insufficient for an exit-type label under the frozen codebook.,doc_sch_20260630_0004_002; doc_sch_20260630_0004_004; doc_sch_20260630_0004_005; doc_sch_20260630_0004_011,true,Codex GPT-5; conservative source-packet screening
harvest_0005,sch_20260630_0005,,,河北顺德投资集团有限公司,not_validated,codex_surrogate,labeled,true,诺：邢台市人民政府国有资产监督管理委员会作为出资人仅以出资 额为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将 进一步健全信息披露机制，公司不承担政府融资职能，自2015年1月1日起新增债 务依法不属于地方政府债务。 发行人曾存在“名股实债”的情况。2017年7月，邢台市城发投股权投资基金 中心（有限合伙）（简称,true,管理，本公司及各子公司主要业务板块包括：供热、燃气、供水、水处理、建筑施工、 旅游、广告、融资租赁、融资担保、非融资担保、物业管理、房地产开发、土地整理、 城市基础设施投资、运营和管理、市政建设、建设交易、工程质量检测等业务。企业法 人营业执照规定经营范围：一般项目：自有资金投资的资产管理服务；以自有资金从事 投资活动；企业总,nominal_exit,medium,3,3,substantive_exit,Requires human validation against original PDF line references before entering the gold-standard label file.,Codex applied the frozen codebook to collected source text and notes. Formal event found=True; continued function found=True; transfer signal=False; liquidation signal=False.,doc_sch_20260630_0005_001; doc_sch_20260630_0005_004; doc_sch_20260630_0005_005; doc_sch_20260630_0005_007; doc_sch_20260630_0005_008,true,Codex GPT-5; conservative source-packet screening
harvest_0006,sch_20260630_0006,,,济南高新控股集团有限公司,not_validated,codex_surrogate,labeled,true,高新区的发展做出了重大的贡献。 公司各股东作为出资人仅以出资额为限承担有限责任，相关举借债务由发 行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担 政府融资职能，自2015年1月1日起新增债务依法不属于地方政府债务。 （一）发行人及合并范围内子公司不存在名股实债的情况。 （二）发行人主营业务包括基础设施建设业务、土,true,稳定 AAA AAA 2026/6/17 张伟 白琼蓉 主体概况 评级模型 济南高新控股集团有限公司为济南高新技术产业开 发区（以下简称“济南高新区”）最重要的基础设施 建设和园区开发运营主体，主要从事济南高新区范围 内的产业园区开发、园区住宅开发、基础设施建设、 土地开发整理等业务。济南高新技术产业开发区国有 资产监督管理委,nominal_exit,medium,3,2,substantive_exit,Requires human validation against original PDF line references before entering the gold-standard label file.,Codex applied the frozen codebook to collected source text and notes. Formal event found=True; continued function found=True; transfer signal=False; liquidation signal=False.,doc_sch_20260630_0006_002; doc_sch_20260630_0006_003; doc_sch_20260630_0006_004; doc_sch_20260630_0006_005; doc_sch_20260630_0006_007,true,Codex GPT-5; conservative source-packet screening
harvest_0007,sch_20260630_0007,,,苏州吴中国太发展有限公司,not_validated,codex_surrogate,labeled,true,可开展经营活动） 苏州吴中经济技术开发区管理委员会仅以出资额为限承担有限责任，相关举 借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公 司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方政府债 务。 经征询苏州市财政局，截至募集说明书签署日，发行人各项业务符合国发 【2010】19 号文、,true,"吴中区太湖街道友翔路99号，法定代表人为唐喜闻，注册资本 为650,000万元，经营范围为：环境保护工程设计施工、水环境综合 治理工程施工及管理、建筑工程管理及基础设施施工；承接市政建筑 工程、市政绿化工程；项目投资、资产经营管理；城市基础设施和配 套设施、市政设施、商业设施开发与建设；土地整理开发；旅游项目 及文化产业的投资",nominal_exit,medium,3,2,substantive_exit,Requires human validation against original PDF line references before entering the gold-standard label file.,Codex applied the frozen codebook to collected source text and notes. Formal event found=True; continued function found=True; transfer signal=False; liquidation signal=False.,doc_sch_20260630_0007_001; doc_sch_20260630_0007_005; doc_sch_20260630_0007_007; doc_sch_20260630_0007_008; doc_sch_20260630_0007_009,true,Codex GPT-5; conservative source-packet screening
