panel_id,case_id,analytic_role,include_in_gold_sample,include_in_historical_capacity_sample,include_in_adjusted_descriptive_sample,include_in_current_validated_model_sample,include_in_full_controls_regression_sample,label_source,exit_type,institutional_change,substantive_exit,nominal_exit,functional_transfer,liquidation,confidence,province,city,control_city,control_unit_id,platform,company_name,capital_or_subprovincial_city,province_fixed_effect,historical_capacity_bin,historical_capacity_label,elite_density_percentile,elite_per_1000_sqkm,jinshi_per_1000_sqkm,juren_per_1000_sqkm,gadm_gid,prefecture_name,prefecture_name_chn,source_coverage_score,continued_function_evidence_score,source_doc_count,source_doc_types,bond_disclosure_quality_status,contemporary_fiscal_capacity_value,contemporary_fiscal_capacity_year,contemporary_fiscal_capacity_source,contemporary_fiscal_capacity_status,gdp_per_capita_value,gdp_per_capita_year,gdp_per_capita_source,gdp_per_capita_status,fiscal_self_sufficiency_value,fiscal_self_sufficiency_year,fiscal_self_sufficiency_source,fiscal_self_sufficiency_status,debt_pressure_value,debt_pressure_year,debt_pressure_bin,debt_pressure_source,debt_pressure_status,land_finance_dependence_value,land_finance_dependence_year,land_finance_dependence_bin,land_finance_dependence_source,land_finance_dependence_status,platform_administrative_level,platform_administrative_level_source,platform_administrative_level_status,surrogate_source_row_ids,surrogate_gold_overlap,surrogate_gold_case_id,surrogate_rows,notes
gold_0038,expand_js_zhangjiagang_chengtou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangsu,Zhangjiagang,Suzhou,jiangsu_suzhou,张家港市城市投资发展集团有限公司,张家港市城市投资发展集团有限公司,0,Jiangsu,,,,314.34,227.45,168.34,CHN.15.7_1,Suzhou,苏州市,4,,9,financial_statement;issuance_plan;legal_opinion;prospectus,multi-source original or near-original packet,0.944982,2024,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,206000,2024,https://www.suzhou.gov.cn/szsrmzf/ndgmjjhshfztjsjfb/202506/c413b01f30224b7ba5ddbc1768cabe5c.shtml,source_backed_official_statistical_communique,0.944982,2024,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,1.487520,2024,,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,source_backed_official_budget_report,0.426205,2024,,https://www.suzhou.gov.cn/szsrmzf/czyjsbg/202502/e4d4339343ca471ca41096fa89b006bf/files/e38f102f6f3941189a6887fb35929d52.pdf,source_backed_official_budget_report,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,New Zhangjiagang validated case from the June 30 Shanghai Clearing expansion; useful as a high-capacity county-level nominal-exit case.
gold_0039,expand_tj_jinnan_chengtou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Tianjin,Tianjin Jinnan,Tianjin,tianjin_tianjin,天津津南城市建设投资有限公司,天津津南城市建设投资有限公司,0,Tianjin,,,,76.32,29.38,51.40,CHN.27.1_1,Tianjin,天津|天津,4,,11,issuance_plan;issuance_disclosure_document;financial_statement;prospectus;commitment_letter;legal_opinion,multi-source original or near-original packet,0.588391,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,132143,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,0.588391,2024,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,6.279889,2024,,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,0.322631,2024,,https://www.lhratings.com/reports/B024126-P84540-2025.pdf,source_backed_secondary_compilation,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,New Tianjin district validated case; useful for showing persistent platform functions even under explicit marketized-operation language.
gold_0040,expand_ah_luan_chengtou,gold_outcome,1,1,1,1,0,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Anhui,Lu'an,Lu'an,anhui_luan,六安城市建设投资有限公司,六安城市建设投资有限公司,0,Anhui,,,,8.64,6.46,3.53,CHN.1.12_1,Lu'an,六安市,4,,7,prospectus;issuance_disclosure_document;financial_statement;issuance_plan;legal_opinion,multi-source original or near-original packet,,,,to_collect,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Anhui validated case; useful as an inland prefecture nominal-exit example with explicit delegated-construction evidence.
gold_0041,expand_js_taizhou_chengtou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangsu,Taizhou,Taizhou,jiangsu_taizhou,泰州市城市建设投资集团有限公司,泰州市城市建设投资集团有限公司,0,Jiangsu,,,,49.99,36.50,25.26,CHN.15.8_1,Taizhou,泰州市,4,,7,legal_opinion;issuance_disclosure_document;issuance_plan;financial_statement;prospectus,multi-source original or near-original packet,0.651042,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,156000,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,0.651042,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,2.903880,2024,,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,0.928225,2024,,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Jiangsu validated case; useful for distinguishing rhetorical marketization from substantive exit in an upper-tier city platform.
gold_0042,expand_jx_jingdezhen_chengtou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangxi,Jingdezhen,Jingdezhen,jiangxi_jingdezhen,景德镇市城市建设投资集团有限责任公司,景德镇市城市建设投资集团有限责任公司,0,Jiangxi,,,,36.46,30.00,18.23,CHN.16.4_1,Jingdezhen,景德镇市,4,,7,financial_statement;issuance_disclosure_document;issuance_plan;legal_opinion;prospectus,multi-source original or near-original packet,0.362100,2024,https://www.dfratings.com/uploads/files/2025/0624/NEGtKW6sy1WCPN8Zr54PSHFQIiMa5v24Rc0qFJtU.pdf,source_backed_rating_report_compilation,72916,2024,https://www.dfratings.com/uploads/files/2025/0624/NEGtKW6sy1WCPN8Zr54PSHFQIiMa5v24Rc0qFJtU.pdf,source_backed_rating_report_compilation,0.362100,2024,https://www.dfratings.com/uploads/files/2025/0624/NEGtKW6sy1WCPN8Zr54PSHFQIiMa5v24Rc0qFJtU.pdf,source_backed_rating_report_compilation,7.844030,2024,,https://www.dfratings.com/uploads/files/2025/0624/NEGtKW6sy1WCPN8Zr54PSHFQIiMa5v24Rc0qFJtU.pdf,source_backed_rating_report_compilation,2.314150,2024,,https://www.dfratings.com/uploads/files/2025/0624/NEGtKW6sy1WCPN8Zr54PSHFQIiMa5v24Rc0qFJtU.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Jiangxi validated case from the Shanghai Clearing expansion; useful for inland nominal-exit evidence with land-preparation and resettlement functions.
gold_0043,expand_hb_jingmen_chengtou,gold_outcome,1,1,1,1,0,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Hubei,Jingmen,Jingmen,hubei_jingmen,荆门市城市建设投资有限公司,荆门市城市建设投资有限公司,0,Hubei,,,,18.19,12.61,9.95,CHN.13.5_1,Jingmen,荆门市,4,,10,issuance_plan;prospectus;financial_statement;legal_opinion,multi-source original or near-original packet,,,,to_collect,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Hubei validated case; useful as a central-China nominal-exit case with unusually explicit government purchase and affordable-housing repayment evidence.
gold_0044,expand_jx_shangrao_chengtou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangxi,Shangrao,Shangrao,jiangxi_shangrao,上饶市城市建设投资开发集团有限公司,上饶市城市建设投资开发集团有限公司,0,Jiangxi,,,,45.86,28.63,27.84,CHN.16.8_1,Shangrao,上饶市,4,,7,issuance_disclosure_document;issuance_plan;legal_opinion;financial_statement;prospectus,multi-source original or near-original packet,0.337725,2024,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,58381,2024,https://tjgb.hongheiku.com/djs/60442.html,source_backed_official_statistical_communique_reprint,0.337725,2024,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,5.570887,2024,,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,0.804965,2024,,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Jiangxi validated case; useful for comparing low- and middle-capacity prefectures where formal compliance coexists with continuing land and infrastructure functions.
gold_0045,expand_js_huaian_touzi,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,high,Jiangsu,Huai'an,Huai'an,jiangsu_huaian,淮安市投资控股集团有限公司,淮安市投资控股集团有限公司,0,Jiangsu,,,,30.12,22.72,13.91,CHN.15.2_1,Huai'an,淮安市,4,,8,legal_opinion;issuance_plan;financial_statement;issuance_disclosure_document;prospectus,multi-source original or near-original packet,0.438400,2024,https://www.dfratings.com/uploads/files/2025/1217/GWsE9VJDW2mCGjqb9daojy40wDNupRMTu6EHXrrZ.pdf,source_backed_rating_report_compilation,119473,2024,https://www.dfratings.com/uploads/files/2025/1217/GWsE9VJDW2mCGjqb9daojy40wDNupRMTu6EHXrrZ.pdf,source_backed_rating_report_compilation,0.438400,2024,https://www.dfratings.com/uploads/files/2025/1217/GWsE9VJDW2mCGjqb9daojy40wDNupRMTu6EHXrrZ.pdf,source_backed_rating_report_compilation,3.167936,2024,,https://www.dfratings.com/uploads/files/2025/1217/GWsE9VJDW2mCGjqb9daojy40wDNupRMTu6EHXrrZ.pdf,source_backed_rating_report_compilation,1.138754,2024,,https://www.dfratings.com/uploads/files/2025/1217/GWsE9VJDW2mCGjqb9daojy40wDNupRMTu6EHXrrZ.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Jiangsu validated case; one of the stronger direct formal-exit cases in the expanded sample.
gold_0046,expand_hn_yiyang_jiaotou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Hunan,Yiyang,Yiyang,hunan_yiyang,益阳市交通投资运营集团有限公司,益阳市交通投资运营集团有限公司,0,Hunan,,,,6.56,3.77,3.44,CHN.14.10_1,Yiyang,益阳市|益陽市,4,,9,issuance_plan;financial_statement;prospectus;legal_opinion,multi-source original or near-original packet,0.252000,2024,https://www.lhratings.com/reports/B1341-P53086-2020-1-GZ2025.pdf,source_backed_rating_report_compilation,61000,2024,https://www.lhratings.com/reports/B1341-P53086-2020-1-GZ2025.pdf,source_backed_rating_report_compilation,0.252000,2024,https://www.lhratings.com/reports/B1341-P53086-2020-1-GZ2025.pdf,source_backed_rating_report_compilation,7.413124,2024,,https://www.lhratings.com/reports/B1341-P53086-2020-1-GZ2025.pdf,source_backed_rating_report_compilation,0.243068,2024,,https://www.lhratings.com/reports/B1341-P53086-2020-1-GZ2025.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Hunan validated case; useful for observing how formal transformation to SASAC ownership can coexist with continuing fiscal buyback and delegated construction.
gold_0047,expand_js_xinghua_guotou,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangsu,Xinghua,Taizhou,jiangsu_taizhou,泰州市兴化国有资产投资控股有限公司,泰州市兴化国有资产投资控股有限公司,0,Jiangsu,,,,49.99,36.50,25.26,CHN.15.8_1,Taizhou,泰州市,4,,9,issuance_plan;legal_opinion;financial_statement;prospectus,multi-source original or near-original packet,0.651042,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,156000,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,0.651042,2024,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,2.903880,2024,,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,0.928225,2024,,https://www.lhratings.com/file/g0c1baa9600.pdf,source_backed_secondary_compilation,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,New Jiangsu county-level validated case; useful for high-capacity nominal exit outside large prefecture-level city governments.
gold_0048,expand_sc_leshan_guozi,gold_outcome,1,1,1,1,0,human_gold_standard,nominal_exit,0,0,1,0,0,high,Sichuan,Leshan,Leshan,sichuan_leshan,乐山国有资产投资运营(集团)有限公司,乐山国有资产投资运营(集团)有限公司,0,Sichuan,,,,6.24,4.08,3.41,CHN.26.8_1,Leshan,乐山市,4,,7,issuance_disclosure_document;legal_opinion;prospectus;financial_statement;issuance_plan,multi-source original or near-original packet,,,,to_collect,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Sichuan direct-transfer-out case; useful as a strong nominal-exit example with rich continued-function evidence.
gold_0049,expand_sd_dezhou_deda,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,high,Shandong,Dezhou,Dezhou,shandong_dezhou,德州德达投资控股集团有限公司,德州德达投资控股集团有限公司,0,Shandong,,,,38.11,31.50,19.64,CHN.23.2_1,Dezhou,德州市,4,,7,legal_opinion;prospectus;financial_statement;issuance_disclosure_document;issuance_plan,multi-source original or near-original packet,0.408950,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,73800,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,0.408950,2024,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,5.913351,2024,,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,0.879557,2024,,https://www.lhratings.com/reports/B0524-P82321-2025.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Shandong direct formal-exit case; useful for showing nominal exit even when platform loans were formally rectified.
gold_0050,expand_jx_fuzhou_guozi,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangxi,Fuzhou,Fuzhou,jiangxi_fuzhou,抚州市市属国有资产投资控股集团有限公司,抚州市市属国有资产投资控股集团有限公司,0,Jiangxi,,,,66.49,45.48,32.90,CHN.16.1_1,Fuzhou,抚州市,4,,7,issuance_plan;issuance_disclosure_document;legal_opinion;financial_statement;prospectus,multi-source original or near-original packet,0.270100,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-13/185843_20250613_Y8UL.pdf,source_backed_rating_report_compilation,61236,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-13/185843_20250613_Y8UL.pdf,source_backed_rating_report_compilation,0.270100,2024,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-13/185843_20250613_Y8UL.pdf,source_backed_rating_report_compilation,7.582673,2024,,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-13/185843_20250613_Y8UL.pdf,source_backed_rating_report_compilation,0.954074,2024,,https://static.sse.com.cn/disclosure/bond/announcement/company/c/new/2025-06-13/185843_20250613_Y8UL.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,New Jiangxi prefecture-level validated case; useful as a low- to middle-capacity nominal-exit case with unusually detailed government buyback evidence.
gold_0051,sch_20260630_0155,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Yunnan,Kunming,Kunming,yunnan_kunming,昆明市交通投资集团有限责任公司,昆明市交通投资集团有限责任公司,0,Yunnan,,,,20.74,14.90,7.02,CHN.30.7_1,Kunming,昆明市,4,,10,issuance_plan;prospectus;issuance_disclosure_document;legal_opinion;financial_statement,multi-source original or near-original packet,0.649110,2024,https://www.lhratings.com/reports/B1205-P75362-2024-GZ2025.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,95300,2024,https://www.lhratings.com/reports/B1205-P75362-2024-GZ2025.pdf,source_backed_rating_report_compilation,0.649110,2024,https://www.lhratings.com/reports/B1205-P75362-2024-GZ2025.pdf,calculated_from_source_backed_budget_revenue_and_expenditure,5.193787,2024,,https://www.lhratings.com/reports/B1205-P75362-2024-GZ2025.pdf,source_backed_rating_report_compilation,0.429276,2024,,https://www.lhratings.com/reports/B1205-P75362-2024-GZ2025.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,Promoted from surrogate validation queue svq_001; useful as a Yunnan transportation-platform nominal-exit case.
gold_0052,sch_20260630_0117,gold_outcome,1,0,1,0,0,human_gold_standard,nominal_exit,0,0,1,0,0,high,Xinjiang,Yili,Yili,xinjiang_yili,伊犁州国有资产投资经营有限责任公司,伊犁州国有资产投资经营有限责任公司,0,Xinjiang,,,,,,,,,,4,,7,issuance_plan;legal_opinion;financial_statement;issuance_disclosure_document;prospectus,multi-source original or near-original packet,,,,to_collect,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,Promoted from surrogate validation queue svq_001 after Kunming; direct transfer-out nominal-exit case for Xinjiang/Yili.
gold_0053,sch_20260630_0027,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Anhui,Bozhou,Bozhou,anhui_bozhou,建安投资控股集团有限公司,建安投资控股集团有限公司,0,Anhui,,,,2.33,1.86,1.40,CHN.1.3_1,Bozhou,亳州市,4,,9,issuance_disclosure_document;financial_statement;prospectus;legal_opinion;issuance_plan,multi-source original or near-original packet,0.405400,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-25/152448_20250625_V0T2.pdf,source_backed_rating_report_compilation,51662,2024,https://www.tjnj.net/newsview.aspx?newsid=20250429091143,source_backed_official_statistical_communique_reprint,0.405400,2024,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-25/152448_20250625_V0T2.pdf,source_backed_rating_report_compilation,6.600118,2024,,https://static.sse.com.cn/disclosure/bond/announcement/corporate/c/new/2025-06-25/152448_20250625_V0T2.pdf,source_backed_rating_report_compilation,0.391588,2024,,https://www.bozhou.gov.cn/OpennessContent/show/2883523.html,source_backed_official_audit_report_proxy,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,Promoted from surrogate validation queue svq_001; useful as an Anhui/Bozhou nominal-exit case with rich fiscal-settlement and land-development evidence.
gold_0054,sch_20260630_0055,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangxi,Shangrao,Shangrao,jiangxi_shangrao,上饶创新发展产业投资集团有限公司,上饶创新发展产业投资集团有限公司,0,Jiangxi,,,,45.86,28.63,27.84,CHN.16.8_1,Shangrao,上饶市,4,,7,prospectus;issuance_disclosure_document;financial_statement;issuance_plan;legal_opinion,multi-source original or near-original packet,0.337725,2024,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,58381,2024,https://tjgb.hongheiku.com/djs/60442.html,source_backed_official_statistical_communique_reprint,0.337725,2024,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,5.570887,2024,,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,0.804965,2024,,https://www.dagongcredit.com/dggj/uploads/M00/01/05/CtwqcWkyiuqAbmKBABFPE3L_y4w495.pdf,source_backed_rating_report_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,Promoted from surrogate validation queue svq_002; useful as a Jiangxi development-zone nominal-exit case.
gold_0055,sch_20260630_0151,gold_outcome,1,1,1,1,0,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Hebei,Shijiazhuang,Shijiazhuang,hebei_shijiazhuang,石家庄市交通投资开发有限公司,石家庄市交通投资开发有限公司,0,Hebei,middle,Middle historical elite density,0.545,25.05,17.65,13.31,CHN.10.8_1,Shijiazhuang,石家庄市,4,,7,prospectus;issuance_disclosure_document;legal_opinion;issuance_plan,multi-source original or near-original packet,,,,to_collect,,,,to_collect,,,,to_collect,,,,,to_collect,,,,,to_collect,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,Validated on 2026-07-01 from the surrogate review queue; use as a middle historical-capacity northern transport-platform nominal-exit case.
gold_0056,sch_20260630_0052,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangsu,Nanjing,Nanjing,jiangsu_nanjing,南京市交通建设投资控股(集团)有限责任公司,南京市交通建设投资控股(集团)有限责任公司,1,Jiangsu,high,High historical elite density,0.844,101.55,67.85,52.82,CHN.15.4_1,Nanjing,南京市,4,,9,issuance_disclosure_document;issuance_plan;financial_statement;prospectus;legal_opinion,multi-source original or near-original packet,0.935939,2024,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,193500,2024,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,0.935939,2024,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,2.294182,2024,,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,0.587455,2024,,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,Promoted from surrogate validation queue svq_001; high historical-capacity Nanjing transport-platform nominal-exit case.
gold_0057,sch_20260630_0019,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangsu,Haian,Nantong,jiangsu_nantong,江苏腾海投资控股集团有限公司,江苏腾海投资控股集团有限公司,0,Jiangsu,middle,Middle historical elite density,0.358,7.52,6.17,3.14,CHN.15.5_1,Nantong,南通市,4,,7,issuance_disclosure_document;issuance_plan;legal_opinion;financial_statement;prospectus,multi-source original or near-original packet,0.594458,2024,https://www.nantong.gov.cn/truecms/attachmentController/download.do?id=7880f686-e111-4675-9d13-b268609b09de,source_backed_official_budget_table,160000,2024,https://www.lhratings.com/file/g0fa6dcf4bf.pdf,source_backed_secondary_compilation,0.594458,2024,https://www.nantong.gov.cn/truecms/attachmentController/download.do?id=7880f686-e111-4675-9d13-b268609b09de,source_backed_official_budget_table,3.732473,2024,,https://www.nantong.gov.cn/truecms/attachmentController/download.do?id=7880f686-e111-4675-9d13-b268609b09de,source_backed_official_budget_table,1.190668,2024,,https://www.nantong.gov.cn/truecms/attachmentController/download.do?id=7880f686-e111-4675-9d13-b268609b09de,source_backed_official_budget_table,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,Promoted from surrogate validation queue svq_001; county-level Nantong/Haian development-zone nominal-exit case.
gold_0058,sch_20260630_0142,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Jiangsu,Gaochun,Nanjing,jiangsu_nanjing,江苏高淳国际慢城文化旅游产业投资集团有限公司,江苏高淳国际慢城文化旅游产业投资集团有限公司,0,Jiangsu,high,High historical elite density,0.844,101.55,67.85,52.82,CHN.15.4_1,Nanjing,南京市,4,,7,issuance_disclosure_document;prospectus;financial_statement;legal_opinion;issuance_plan,multi-source original or near-original packet,0.935939,2024,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,193500,2024,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,0.935939,2024,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,2.294182,2024,,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,0.587455,2024,,https://www.lhratings.com/file/g0a76d7ed51.pdf,source_backed_secondary_compilation,district_or_county_level,rule_based_from_city_prefecture_mismatch,rule_based_pending_human_check,,,,,Promoted from surrogate validation queue svq_001; Nanjing/Gaochun cultural-tourism infrastructure nominal-exit case.
gold_0059,sch_20260630_0068,gold_outcome,1,1,1,1,1,human_gold_standard,nominal_exit,0,0,1,0,0,medium,Zhejiang,Jiaxing,Jiaxing,zhejiang_jiaxing,嘉兴市嘉秀发展投资控股集团有限公司,嘉兴市嘉秀发展投资控股集团有限公司,0,Zhejiang,high,High historical elite density,1.000,461.93,313.81,244.02,CHN.31.3_1,Jiaxing,嘉兴市,4,,5,financial_report;issuance_plan;legal_opinion;prospectus;financial_statement,multi-source original or near-original packet,0.764010,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2378/site/attach/0/4a39a0ab580548cb8613d38be69ccad9.pdf,source_backed_official_final_account,135267,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web3059/site/attach/0/78c3082538704b178ee0a1f21d20f0d1.pdf,source_backed_official_statistical_communique,0.764010,2024,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2378/site/attach/0/4a39a0ab580548cb8613d38be69ccad9.pdf,source_backed_official_final_account,3.758924,2024,,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2378/site/attach/0/4a39a0ab580548cb8613d38be69ccad9.pdf,source_backed_official_final_account,0.705552,2024,,https://zjjcmspublic.oss-cn-hangzhou-zwynet-d01-a.internet.cloud.zj.gov.cn/jcms_files/jcms1/web2378/site/attach/0/4a39a0ab580548cb8613d38be69ccad9.pdf,source_backed_official_final_account,prefecture_or_municipal_level,rule_based_from_platform_name,rule_based_pending_human_check,,,,,Promoted from surrogate validation queue svq_001; high historical-capacity Jiaxing/Xiuzhou district development-platform nominal-exit case.
