specification,omitted_panel_id,omitted_case_id,omitted_city,omitted_outcome,full_sample_elite_effect,leave_one_out_elite_effect,delta,absolute_delta,sign_changed,scaling_rule
complete_control_full_available_controls,gold_0017,expand_fj_fuzhou_chengtou,Fuzhou,1,0.00541842,-0.00123888,-0.00665729,0.00665729,True,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0019,expand_zj_yuyao_chengtou,Yuyao,0,0.00541842,0.00681960,0.00140118,0.00140118,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0020,expand_js_taizhou_jindong,Taizhou,1,0.00541842,0.02300536,0.01758694,0.01758694,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0021,expand_hlj_harbin_chengtou,Harbin,0,0.00541842,0.00619833,0.00077991,0.00077991,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0022,expand_hb_xiaogan_chengtou,Xiaogan,1,0.00541842,-0.00638812,-0.01180654,0.01180654,True,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0023,expand_tj_jinghai_chengtou,Jinghai,0,0.00541842,0.00544982,0.00003141,0.00003141,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0025,expand_zj_wenling_guotou,Wenling,1,0.00541842,0.00290265,-0.00251576,0.00251576,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0026,expand_js_yixing_chengfa,Yixing,1,0.00541842,0.00474153,-0.00067689,0.00067689,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0027,expand_fj_fuzhou_guozi,Fuzhou,1,0.00541842,-0.00123888,-0.00665729,0.00665729,True,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0028,expand_js_zhenjiang_industry,Zhenjiang,0,0.00541842,-0.00386472,-0.00928314,0.00928314,True,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0029,expand_js_jiangning_guozi,Nanjing Jiangning,0,0.00541842,0.00277080,-0.00264762,0.00264762,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0030,expand_js_changshu_invest,Changshu,1,0.00541842,-0.00945049,-0.01486890,0.01486890,True,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0031,expand_ah_suzhou_chengtou,Suzhou,0,0.00541842,0.00541426,-0.00000416,0.00000416,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0032,expand_hb_huangshi_chengfa,Huangshi,0,0.00541842,0.00088613,-0.00453228,0.00453228,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0033,expand_js_yancheng_chengnan,Yancheng,0,0.00541842,0.00540928,-0.00000914,0.00000914,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0034,expand_js_suzhou_xiangcheng,Suzhou Xiangcheng,0,0.00541842,0.01024562,0.00482720,0.00482720,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0035,expand_sd_linyi_chengtou,Linyi,0,0.00541842,0.00551219,0.00009377,0.00009377,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0036,expand_jx_jian_chengtou,Ji'an,0,0.00541842,0.00568905,0.00027063,0.00027063,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0037,expand_hen_luoyang_chengxiang,Luoyang,0,0.00541842,0.00474186,-0.00067655,0.00067655,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0038,expand_js_zhangjiagang_chengtou,Zhangjiagang,0,0.00541842,0.01024562,0.00482720,0.00482720,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0039,expand_tj_jinnan_chengtou,Tianjin Jinnan,0,0.00541842,0.00544982,0.00003141,0.00003141,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0041,expand_js_taizhou_chengtou,Taizhou,0,0.00541842,0.00073846,-0.00467996,0.00467996,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0042,expand_jx_jingdezhen_chengtou,Jingdezhen,0,0.00541842,0.00542516,0.00000675,0.00000675,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0044,expand_jx_shangrao_chengtou,Shangrao,0,0.00541842,0.00588705,0.00046863,0.00046863,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0045,expand_js_huaian_touzi,Huai'an,0,0.00541842,0.00434314,-0.00107528,0.00107528,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0046,expand_hn_yiyang_jiaotou,Yiyang,0,0.00541842,0.00528187,-0.00013655,0.00013655,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0047,expand_js_xinghua_guotou,Xinghua,0,0.00541842,0.00471077,-0.00070765,0.00070765,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0049,expand_sd_dezhou_deda,Dezhou,0,0.00541842,0.00554912,0.00013070,0.00013070,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0050,expand_jx_fuzhou_guozi,Fuzhou,0,0.00541842,0.00512164,-0.00029678,0.00029678,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0051,sch_20260630_0155,Kunming,0,0.00541842,0.00424197,-0.00117645,0.00117645,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0053,sch_20260630_0027,Bozhou,0,0.00541842,0.00542345,0.00000503,0.00000503,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0054,sch_20260630_0055,Shangrao,0,0.00541842,0.00588705,0.00046863,0.00046863,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0056,sch_20260630_0052,Nanjing,0,0.00541842,-0.00379914,-0.00921755,0.00921755,True,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0057,sch_20260630_0019,Haian,0,0.00541842,0.00415695,-0.00126146,0.00126146,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0058,sch_20260630_0142,Gaochun,0,0.00541842,0.00277080,-0.00264762,0.00264762,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0059,sch_20260630_0068,Jiaxing,0,0.00541842,0.02093313,0.01551471,0.01551471,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0060,expand_gx_nanning_chengtou,Nanning,0,0.00541842,0.00524752,-0.00017089,0.00017089,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0061,pilot_gd_001_alt_metro,Guangzhou,0,0.00541842,0.00762795,0.00220953,0.00220953,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0062,pilot_js_001_alt_metro,Nanjing,0,0.00541842,-0.00379914,-0.00921755,0.00921755,True,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0064,sch_20260630_0015,Xuzhou,0,0.00541842,0.00541505,-0.00000337,0.00000337,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0067,sch_20260630_0051,Beijing,0,0.00541842,0.00312717,-0.00229125,0.00229125,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0070,sch_20260630_0048,Changzhou,0,0.00541842,0.01084946,0.00543104,0.00543104,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0071,sch_20260630_0046,Xuzhou,0,0.00541842,0.00354551,-0.00187291,0.00187291,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0072,sch_20260630_0014,Zhengzhou,0,0.00541842,0.00544144,0.00002302,0.00002302,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0075,sch_20260630_0006,Jinan,0,0.00541842,0.00550969,0.00009127,0.00009127,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0076,sch_20260630_0007,Suzhou,0,0.00541842,0.01024562,0.00482720,0.00482720,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0077,sch_20260630_0032,Bozhou,0,0.00541842,0.00542345,0.00000503,0.00000503,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0078,sch_20260630_0057,Changzhou,0,0.00541842,0.01084946,0.00543104,0.00543104,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0079,sch_20260630_0033,Shaoxing,0,0.00541842,0.00641532,0.00099691,0.00099691,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0080,sch_20260630_0054,Huangshi,0,0.00541842,0.00434294,-0.00107548,0.00107548,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0083,sch_20260630_0013,Jiaxing,0,0.00541842,0.02093313,0.01551471,0.01551471,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0084,sch_20260630_0025,Guangzhou,0,0.00541842,0.00726267,0.00184425,0.00184425,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0085,sch_20260630_0008,Huzhou,0,0.00541842,0.01216158,0.00674316,0.00674316,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0086,sch_20260630_0137,Nantong,0,0.00541842,0.00415695,-0.00126146,0.00126146,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0087,sch_20260630_0069,Changzhou,0,0.00541842,0.01084946,0.00543104,0.00543104,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0088,exp_20260703_0008,Jinzhong,0,0.00541842,0.00611328,0.00069486,0.00069486,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0089,exp2_20260703_0009,Nanjing,0,0.00541842,0.00277080,-0.00264762,0.00264762,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0090,sch_20260630_0132,Rizhao,0,0.00541842,0.00400411,-0.00141431,0.00141431,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0091,sch_20260630_0175,Qingdao,0,0.00541842,0.00402091,-0.00139751,0.00139751,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0092,sch_20260630_0073,Nantong,0,0.00541842,0.00415695,-0.00126146,0.00126146,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0093,exp_20260703_0001,Bengbu,0,0.00541842,0.00346464,-0.00195378,0.00195378,False,full-sample standardization retained after deletion
complete_control_full_available_controls,gold_0094,exp2_20260703_0001,Xuchang,0,0.00541842,0.00542520,0.00000678,0.00000678,False,full-sample standardization retained after deletion
